n units 500,n units 1000,True Effect
0.28558954888496724,0.17532559198676073,0.23035
0.23487602347059966,0.21544261166823747,0.23035
0.2467217764930271,0.2555386865415673,0.23035
0.24711594203810208,0.2264621161757682,0.23035
0.19408746339694263,0.21556719670140206,0.23035
0.18133114025029856,0.23117956339187057,0.23035
0.1817077085645532,0.1987249141492629,0.23035
0.2338106108375521,0.2140936467780056,0.23035
0.21618067666504337,0.20192403362345715,0.23035
0.25952334455603543,0.2575161869673317,0.23035
0.1873328359184353,0.24352639345864274,0.23035
0.28545995224797693,0.24008572967783276,0.23035
0.2697037753705213,0.19389879270102167,0.23035
0.27618618970403064,0.18636795701058184,0.23035
0.2588820798541337,0.2105760869663269,0.23035
0.20492429790037045,0.2456689908317953,0.23035
0.20655667585841328,0.21214408524281414,0.23035
0.2890245928810545,0.1817585241124915,0.23035
0.2844780748561376,0.2418702872991603,0.23035
0.21451980247950322,0.20606922294035368,0.23035
0.23221066633820886,0.21976817122825032,0.23035
0.2183871890667416,0.2200724966892124,0.23035
0.29957948179945876,0.24152389818727782,0.23035
0.24623202166511213,0.1950414448248011,0.23035
0.19573659321254158,0.2073890655019823,0.23035
0.31865760098469326,0.24092569636118927,0.23035
0.19779870641667424,0.22033041535789052,0.23035
0.17857724922977602,0.2703458689526759,0.23035
0.2817739786585296,0.23022084092506048,0.23035
0.1838791369202835,0.24360109806477365,0.23035
0.2272695056725705,0.22231632131560689,0.23035
0.2700995748643245,0.21255948975790223,0.23035
0.1780109169467408,0.2199740906354323,0.23035
0.2718715138928515,0.2269870240108826,0.23035
0.21327107331830703,0.23788696299606124,0.23035
0.26811212426950637,0.2210034576521741,0.23035
0.24561634258885476,0.26908865730067744,0.23035
0.2545358335926239,0.22514920250394066,0.23035
0.28967847287075876,0.26907164924917465,0.23035
0.212273393099341,0.2483618743822676,0.23035
0.21204252759872652,0.25439976584942925,0.23035
0.26287073480720174,0.19789038535511327,0.23035
0.21408372233898001,0.22595912877791405,0.23035
0.22302907734432406,0.21976585754668268,0.23035
0.24274255736236072,0.23651189855696025,0.23035
0.2327660730642354,0.2470111201896335,0.23035
0.185077996820895,0.25608509902882265,0.23035
0.2142088985553771,0.21857953443043124,0.23035
0.21401839933011696,0.2534780385185609,0.23035
0.1900945937162004,0.23269121205859414,0.23035
0.2474354256552515,0.22427087965447015,0.23035
0.2823008169041509,0.2205983081657255,0.23035
0.2677248880107495,0.222556573874928,0.23035
0.23127378985193275,0.26136574171706817,0.23035
0.23338150067602725,0.23965903874267916,0.23035
0.24801295988471456,0.2133551615249705,0.23035
0.22053062659935252,0.2328148937120597,0.23035
0.2683551237699915,0.23207866180941789,0.23035
0.2358077834814466,0.25286921755930986,0.23035
0.1826448609369894,0.21164525813019078,0.23035
0.21670699843254074,0.22252038501607413,0.23035
0.22843077376786725,0.22854591728058782,0.23035
0.18012816636746548,0.22370629214959864,0.23035
0.22891201585087034,0.2356958266728004,0.23035
0.23657375694452745,0.2248807873532464,0.23035
0.2766731679130026,0.2004168344930193,0.23035
0.21932942392065263,0.21852690403408964,0.23035
0.20178623184678335,0.20380882381878007,0.23035
0.23964160393258385,0.21222324371004786,0.23035
0.29046876093122936,0.26281882617140895,0.23035
0.3035281415878281,0.2494884812710969,0.23035
0.2386955834923361,0.22089119773927174,0.23035
0.3194486063825796,0.2562142733520898,0.23035
0.2466296849432222,0.1941099485814611,0.23035
0.2325157184108257,0.24272186001651688,0.23035
0.20370840890051325,0.20377610046752995,0.23035
0.20447919648329851,0.2258557757862249,0.23035
0.2600611907970019,0.214521140012851,0.23035
0.20834029386945968,0.2338304258060297,0.23035
0.246604923446328,0.21559655655584956,0.23035
0.22894188180709255,0.20494647853051745,0.23035
0.2755958705284523,0.21725086201204613,0.23035
0.19866808653476753,0.24558628853562445,0.23035
0.2156001377124609,0.22979662518492794,0.23035
0.21544102032948975,0.2187481641159596,0.23035
0.19867684051075968,0.25264148533782654,0.23035
0.2698819352856248,0.26298222959942863,0.23035
0.24067778526476966,0.20795495128700925,0.23035
0.1558986273230999,0.2403689976083752,0.23035
0.2662899892798508,0.24316463669320235,0.23035
0.19716451666785592,0.21363497124305506,0.23035
0.2916049318395927,0.22640054733741433,0.23035
0.29235321738190634,0.21553445259744705,0.23035
0.2448190501882696,0.24100505569121408,0.23035
0.24991737995941693,0.2024732372335811,0.23035
0.1998803109956393,0.26755389664859414,0.23035
0.25322465496446295,0.22636782724345592,0.23035
0.23055774940762577,0.19006056428177293,0.23035
0.2572106957278881,0.21672864295414365,0.23035
0.27100143628171,0.18848856089418328,0.23035
0.23501260789610628,0.23410212300654423,0.23035
0.2541796218392277,0.20095264635092522,0.23035
0.24447745988832234,0.21208226736351316,0.23035
0.19298248946124774,0.20566626049501155,0.23035
0.25013739403579943,0.26202516795084724,0.23035
0.2619183970519219,0.23674222794471364,0.23035
0.20560829702384678,0.25685381852639444,0.23035
0.24735600028497273,0.23139661487333937,0.23035
0.20038129954083905,0.22138265611200994,0.23035
0.2649102980023214,0.25487089699795357,0.23035
0.2100224921973835,0.22011134889580103,0.23035
0.19880125048139055,0.25296085299770127,0.23035
0.16058985869251946,0.20991444497305148,0.23035
0.26074549068660513,0.22955865644848927,0.23035
0.24452841892281177,0.22033691430007796,0.23035
0.24340438496245972,0.24270652024104483,0.23035
0.2697769457692594,0.22376512155147882,0.23035
0.2188057927692447,0.21679782537405295,0.23035
0.21938087323394165,0.21053809967039858,0.23035
0.19329387346608254,0.30569086021912045,0.23035
0.20819730088589325,0.24888478301816636,0.23035
0.26299140889024597,0.23121333027170124,0.23035
0.24163704781580725,0.2669776579984164,0.23035
0.2354736272579508,0.24241077191945995,0.23035
0.2649025653702461,0.2472254889876874,0.23035
0.24101736042254493,0.2629686291382144,0.23035
0.25274389334701686,0.24361001748024366,0.23035
0.2264601365523014,0.214996640350267,0.23035
0.23039216078171823,0.23358961527685795,0.23035
0.19973911584581286,0.2497523302853592,0.23035
0.20201387240607815,0.21554386221604557,0.23035
0.19594164383004897,0.20929473709646843,0.23035
0.2879799247305301,0.2427070654208389,0.23035
0.22474811391328134,0.2399990853839316,0.23035
0.22663667527415624,0.21445523810758066,0.23035
0.1985241933027525,0.25339319168209373,0.23035
0.23420069346037678,0.20407016509997825,0.23035
0.18589507524012294,0.20805911906976637,0.23035
0.18308380886206996,0.22462849935515972,0.23035
0.22445826575100397,0.24798323070973777,0.23035
0.2264547299781389,0.22310853876989034,0.23035
0.2245199743094758,0.2615057719304077,0.23035
0.18838922381565792,0.23855098381185152,0.23035
0.26530722164830767,0.24977548153003384,0.23035
0.17992752833372713,0.20135733309097004,0.23035
0.22996822563807706,0.25586108774759164,0.23035
0.27364054820006795,0.2543497958198659,0.23035
0.22878856931057306,0.24124045817651404,0.23035
0.2369006201370003,0.22558133138798364,0.23035
0.2049312510781569,0.24621587437984413,0.23035
0.23793376423248241,0.2449206817466504,0.23035
0.19822213281665282,0.216011858918191,0.23035
0.24971339430796113,0.19127053241873115,0.23035
0.21112372317656228,0.24893145820840684,0.23035
0.2719312457411529,0.22410237510013148,0.23035
0.2064745313930681,0.24055377871375747,0.23035
0.21545784866866316,0.2168597123882318,0.23035
