n units 7000,n units 8000,n units 9000,True Effect
0.07404285714285719,-0.035406250000000083,0.03108444444444447,0.081684
0.10485714285714287,0.039435,0.0799766666666667,0.081684
0.06534714285714283,0.004393749999999974,0.08692444444444447,0.081684
0.10443999999999998,0.06897874999999998,0.03581777777777784,0.081684
0.056551428571428586,0.06642249999999994,0.03242444444444437,0.081684
0.08125428571428572,-0.025696250000000087,0.10712777777777771,0.081684
0.0799942857142858,0.07143375000000007,0.052690000000000015,0.081684
0.08462999999999998,0.014061250000000025,0.04962,0.081684
0.04637142857142862,0.07561874999999996,0.08028111111111103,0.081684
0.03382857142857143,0.06731874999999998,0.020944444444444432,0.081684
0.06225000000000003,0.0824187500000001,0.03551777777777776,0.081684
-0.0030242857142857016,0.026700000000000057,0.06449555555555553,0.081684
0.07511999999999996,0.06069374999999999,0.04862444444444447,0.081684
-0.06644142857142854,-0.009268749999999937,0.07328222222222225,0.081684
0.05604714285714285,0.06086875000000003,0.059860000000000024,0.081684
