n units 1000,n units 2000,n units 3000,True Effect
0.5836947752185146,0.4569177740974508,0.5080634545546132,0.4336644
0.5834949140565985,0.5171923527908284,0.496889615376546,0.4336644
0.49330821694306365,0.3735242590401798,0.4899506451914771,0.4336644
0.554167640497222,0.4643507603670817,0.4218906369376852,0.4336644
0.4811097379801389,0.5216867852685768,0.3984678185902958,0.4336644
0.5079469061163081,0.467168361315148,0.35264066253832055,0.4336644
0.5901680283814862,0.4235682099767249,0.5518291716000486,0.4336644
0.39249876846496595,0.40860390968860133,0.4477961333232037,0.4336644
0.5187596000854143,0.4942031985187549,0.48742334730915565,0.4336644
0.3184632228844489,0.3787337992361182,0.4400483174122737,0.4336644
0.3071999697716763,0.42229536203869217,0.44685329255524914,0.4336644
0.4278095123602176,0.43287189853140856,0.5334486451378059,0.4336644
0.472354639270961,0.45473291825797285,0.4999820466107592,0.4336644
0.5106250424977518,0.4568615739443781,0.46141674644708064,0.4336644
0.44599606950108356,0.3490637837255032,0.4640123636348876,0.4336644
0.4999904778634003,0.423519091178052,0.49025213913644,0.4336644
0.5684913315010064,0.4591278344741997,0.5274689482033499,0.4336644
0.340640356779001,0.3679967436515886,0.45843144306376454,0.4336644
0.5042847433388536,0.409752733416755,0.42341834686866814,0.4336644
0.378390989071646,0.48435894318985995,0.4886200313590954,0.4336644
0.43703087549877817,0.3537488830081548,0.4037501856128862,0.4336644
0.4806352244883784,0.4324326443211574,0.42863558536417606,0.4336644
0.4474807510256716,0.5958872064913021,0.5189506800857439,0.4336644
0.4612544626650609,0.40516888895771386,0.45222581347142904,0.4336644
0.4457381771646572,0.4735527647047693,0.43418533223549105,0.4336644
0.42149688345689496,0.5215871281292505,0.3678549098594805,0.4336644
0.3100304463712488,0.3707089215707657,0.42545667034770795,0.4336644
0.4550186916638726,0.36932856937412883,0.4494483603510581,0.4336644
0.37204727223225476,0.30470614214935005,0.3614415310069896,0.4336644
0.6107261777672084,0.43395738622409274,0.4412627863615677,0.4336644
0.3658280774366872,0.441436959480899,0.4927831441126731,0.4336644
0.5172582691237932,0.4803397815731922,0.4421098187453814,0.4336644
0.49752912621827294,0.4276120977317549,0.3910594749395766,0.4336644
0.3927775350710388,0.4202789606659586,0.34101399865562787,0.4336644
0.40740607979766547,0.469491999259867,0.41162524142331713,0.4336644
0.572311001226911,0.42516903401122436,0.4720874393214283,0.4336644
0.5074785388717409,0.4655968539603729,0.4074867913519316,0.4336644
0.33314472590844996,0.3592385884446386,0.38060347454253385,0.4336644
0.3674192498468102,0.33454291959925503,0.4349523123066673,0.4336644
0.423769777965304,0.42899151704026467,0.3576956616861852,0.4336644
0.414669794198248,0.40295877701805033,0.4603333791787073,0.4336644
0.4266604036903349,0.4615398809484383,0.4743295345609161,0.4336644
0.41086150881630873,0.37529086232639913,0.47160889215803875,0.4336644
0.5071082761976593,0.45458873426845575,0.3990769213052345,0.4336644
0.49417838802078906,0.43158074203633373,0.488951012656703,0.4336644
0.32615432115112186,0.3787679526352442,0.5425187278598865,0.4336644
0.5555014849951982,0.383099265359904,0.46392053685326673,0.4336644
0.5914335245365294,0.4789798665111506,0.4890922808745886,0.4336644
0.26678881583458003,0.45424903695697316,0.36758921054014404,0.4336644
0.46010112161061584,0.4535072041065085,0.4033277035073396,0.4336644
0.45597157397686994,0.45777931927800825,0.40379733501698367,0.4336644
0.4025505839703476,0.47215151003667605,0.4557301420500897,0.4336644
0.5177868279342417,0.5023160128156258,0.40359842628327813,0.4336644
0.4100688698031226,0.4142223609597726,0.47994426297985165,0.4336644
0.5014428031298841,0.4181393546447088,0.4582290643029869,0.4336644
0.5715099764679289,0.31574532617912865,0.4115339964334227,0.4336644
0.47258611911727233,0.4355677633872586,0.4704710030414488,0.4336644
0.4432089714608132,0.5990586542084848,0.428568265853778,0.4336644
0.40746261128312583,0.2719670635560328,0.44346481127348353,0.4336644
0.5260447285801314,0.3331019859597001,0.37403719360258997,0.4336644
0.5826990440207751,0.49613569685419884,0.39026217438079935,0.4336644
0.37434229064707497,0.49357565685470584,0.4153209193454381,0.4336644
0.2984005576718881,0.47299495820917925,0.41813470002816544,0.4336644
0.34485210282047607,0.3806991619486615,0.3664405586949146,0.4336644
0.32013896622012217,0.44302869064437606,0.44605625610156224,0.4336644
0.30264847995713684,0.40466307003969637,0.5154439665684415,0.4336644
0.42621948868117293,0.5296563289309262,0.45885864247285013,0.4336644
0.5140060292190227,0.4057648395841417,0.5431131960044143,0.4336644
0.4081637555182195,0.47734068979864147,0.4546072858080551,0.4336644
0.43367667683269073,0.46482786538663984,0.4980021181651744,0.4336644
0.5073157507892889,0.37652040939301035,0.4491836846539385,0.4336644
0.43718064431810305,0.3939693685994714,0.4528099743369232,0.4336644
0.45862002870777424,0.3977758235946108,0.44657236729414024,0.4336644
0.35768598939610763,0.47219621860985955,0.44141043393611784,0.4336644
0.4498211856523076,0.3539454706793215,0.41849166423561374,0.4336644
0.3643316868173779,0.4404120238177809,0.37509615395349105,0.4336644
0.43262910961625445,0.4465209415803996,0.3986638721808301,0.4336644
0.331637978377645,0.5166540502549305,0.35933673579158487,0.4336644
0.5825429559759923,0.5221668956831009,0.49757216126361403,0.4336644
0.4816520541571784,0.3213596046735648,0.4671734196368283,0.4336644
0.35286464379465937,0.33693839916036034,0.442214126441392,0.4336644
0.42536754650449904,0.5364919513422419,0.41497320155072215,0.4336644
0.3660494518352158,0.4869835691400979,0.42371613895764276,0.4336644
0.31956947517850726,0.5000343964092278,0.42458994427772073,0.4336644
0.6186825895234928,0.26404041532898265,0.4794032174668759,0.4336644
0.3364585912060638,0.386345562641229,0.46234805642830656,0.4336644
0.3614172432251808,0.3828100706271173,0.4058054027444047,0.4336644
0.5195637386996822,0.4834176708860899,0.45159517741657806,0.4336644
0.3693450913410605,0.4011573369305429,0.4150735508737758,0.4336644
0.41140769136068484,0.5182520884165325,0.48621804264265495,0.4336644
0.3130999818611345,0.4202328711469886,0.490054219342572,0.4336644
0.503368679909729,0.4474475283779644,0.3961916090790936,0.4336644
0.5347828490381205,0.2942256576331559,0.44656930396634176,0.4336644
0.4331923535312918,0.5348720611361659,0.49882833427813794,0.4336644
0.357714354840778,0.49474346650736634,0.4474173717743673,0.4336644
0.27881112141509473,0.4244609211888753,0.483910876415193,0.4336644
0.5968115840041639,0.45519671452423655,0.4470912474665163,0.4336644
0.31033446843470414,0.33632619973461597,0.412146495088622,0.4336644
0.4305012728330909,0.39483353917377395,0.40828436802059603,0.4336644
0.4107245935966122,0.5110976740625007,0.42820576746667366,0.4336644
