n units 500,n units 1000,n units 2000,n units 3000,n units 4000,n units 5000,True Effect
0.2135127911818583,0.34070268227450995,0.33137030675968787,0.27105974916434894,0.3731948127675628,0.4472693676009153,0.4471292
0.48581203241810245,0.31072751004391874,0.4648082922020608,0.5795201364902987,0.3185843297719909,0.21202353259030496,0.4471292
0.393538540354635,0.1434339744734516,0.4236841777977403,0.5244777446902137,0.4726846525503824,0.5022758523795139,0.4471292
0.34739267309121924,0.2702580272538705,0.3021943828409573,0.5778640599107373,0.3268273244633116,0.40437678822485706,0.4471292
0.561075866734944,0.4738665903084557,0.38326766736538326,0.3563277468141746,0.3275263949221985,0.4236421291745669,0.4471292
0.2561303774702948,0.18987161264319963,0.3905721346260237,0.3556455939175839,0.3068270177479774,0.4688493918107775,0.4471292
0.4442634479996151,0.5231215234888286,0.52118139000302,0.4036742402992748,0.48267850464560275,0.38209496582988367,0.4471292
0.5165896746643555,0.5321822850246274,0.4744889803614881,0.39300474929181217,0.47065674110632666,0.464404910297297,0.4471292
0.5711739486710589,0.5664684813577646,0.3040654601185081,0.47518922605426805,0.5669289881443571,0.366682270011486,0.4471292
0.5575349856316101,0.5366021368895363,0.312885410045592,0.507130170268226,0.4298647238890608,0.4317737912263521,0.4471292
0.23054475163213775,0.28296972019386585,0.4587887354794368,0.478435133525759,0.3162825836279765,0.42416228922451754,0.4471292
0.5575076397292322,0.4695623922898767,0.31242089330809014,0.3961204798087061,0.4343673034414904,0.4696130601279076,0.4471292
0.334568266264233,0.27066224618046586,0.36103949588247275,0.2792039100336155,0.5394344840785212,0.24994078069266346,0.4471292
0.24708874542240752,0.655214410402482,0.47225631169991544,0.3931389945801403,0.46928876415936005,0.4138587169189026,0.4471292
0.545850040772758,0.38517223790795624,0.48315319652271227,0.505929894205205,0.4348602031446109,0.25612569025201176,0.4471292
0.5442646017756333,0.44010746057235767,0.19889290867233134,0.43852008714187096,0.4106903312253267,0.29550516066073945,0.4471292
0.14070105097981264,0.5546282584222849,0.28489844501148964,0.2805584739022607,0.4071414240968591,0.37939284769289244,0.4471292
0.3816396719545111,0.12199574072603671,0.24788707855538927,0.4856730427483576,0.2913727384595374,0.43942468824205483,0.4471292
0.2539684730478259,0.3827732451140974,0.5041978331413213,0.3822515096605689,0.5178145511585006,0.5260097682230834,0.4471292
0.2346752997801209,0.301337893291286,0.4686829216272099,0.4851084575097441,0.42912081660270485,0.46628440948288524,0.4471292
0.3548291069752509,0.6183231797751597,0.5110741322371989,0.24747921379082807,0.40759476865120065,0.48626347658738,0.4471292
0.32948473985236293,0.4500590960392404,0.4874329958393094,0.357096595141447,0.3694059334219511,0.3878020000924512,0.4471292
0.23067401585944222,0.26422807081510225,0.38333176529665847,0.49095220073848783,0.41833165525727134,0.42342280248561304,0.4471292
0.4645583016666257,0.4615072616534111,0.3304938642076373,0.34536177584909505,0.5184220212633557,0.5083690424233247,0.4471292
0.5212033870850842,0.351997984245934,0.3989563130406451,0.3684199553342421,0.4469585526140957,0.5631043974031534,0.4471292
0.248233632849862,0.3992560084064644,0.3517715629243524,0.4042159413251074,0.32647022850262786,0.42190078671089093,0.4471292
0.34053950533985966,0.3532520949093704,0.47419850544944253,0.38144052666323164,0.5139230583444363,0.4452563649276402,0.4471292
0.1651826226923073,0.1737622233258913,0.41707503975176624,0.4378318303110726,0.5709241957281218,0.47467009559927203,0.4471292
0.44906364852528036,0.2033418914295118,0.36127355446478004,0.3317050569354438,0.41615797571057295,0.5051791038893658,0.4471292
0.35780445815211925,0.4507947661963953,0.4296670118254997,0.20156053642703675,0.573009872116072,0.3780198241233109,0.4471292
0.1307347245324066,0.28357267936878267,0.47684905280927387,0.45116524878855163,0.42652666965589997,0.297531019612263,0.4471292
0.27929182935736097,0.43034562852774094,0.3282640196343551,0.44726983979109436,0.32153508447361795,0.4591004171724542,0.4471292
0.3518898776125055,0.445499349976706,0.3960687983504725,0.25490302691183764,0.45898146556928315,0.486608841259655,0.4471292
0.5001781147284784,0.3106730906660592,0.3898619325028286,0.4058891883813437,0.40827179279773923,0.519409371801187,0.4471292
0.38687969865638494,0.6246751293410797,0.5737199183727485,0.5104213580163384,0.5057794072798508,0.40701466778155704,0.4471292
0.12765556154230226,0.4541610325175856,0.42075995666378774,0.45407500540638485,0.5712692367582927,0.42634252064285183,0.4471292
0.47204756748722587,0.6072926199123145,0.5597091785530816,0.42158986672544374,0.2753603371053322,0.47572853086152633,0.4471292
0.18775711379983573,0.40391331668470865,0.36003278235886865,0.4293324877566574,0.48626831031535883,0.4607267622760828,0.4471292
0.17217894263798073,0.6833422210521675,0.521149877631372,0.6264614130653465,0.4567380847824081,0.48716077008646486,0.4471292
0.602750455345137,0.5040961318463058,0.4612023522463457,0.40312835056561697,0.32425331347370484,0.4354977658777079,0.4471292
0.32826528174509995,0.267429222024766,0.4827919508379023,0.4798969283999476,0.4164084529278472,0.38535388892121214,0.4471292
0.16863795802200543,0.34461475107045997,0.3489586509933714,0.4334818098535181,0.5074290382338518,0.4642710401188676,0.4471292
0.38712941442583315,0.519301564007026,0.43322941330257575,0.5230628501611283,0.4286092946436608,0.42895228575289046,0.4471292
0.40466066561363484,0.4625473577582303,0.5092806664967824,0.2346336745611318,0.43761952984433367,0.5022728722507074,0.4471292
0.24270429856765374,0.2662348330509614,0.47386494764639653,0.4849843801685924,0.5358774636194915,0.36792436946294177,0.4471292
-0.01661808030290965,0.4689983007873131,0.40400092557279066,0.4542827700449723,0.5041932212100456,0.3648746598632217,0.4471292
0.36837094021784383,0.5913416268489325,0.46753448431757033,0.4673862364349871,0.5450338727580538,0.3889674424040215,0.4471292
0.40882113339259374,0.46572754559843654,0.1866552944359259,0.5555443179272312,0.4100287125371114,0.44638342603272646,0.4471292
