n units 500,n units 1000,n units 2000,n units 3000,n units 4000,n units 5000,True Effect
0.05479999999999999,0.09647,0.0642925,0.08828666666666665,0.052553125000000006,0.07699439999999999,0.0711552
-0.020840000000000025,0.07109000000000001,0.05463499999999999,0.0731377777777778,0.05545437499999997,0.07143359999999999,0.0711552
0.07880000000000001,0.04271,0.028469999999999995,0.05582444444444443,0.07716125000000001,0.0890988,0.0711552
0.038199999999999984,0.08202999999999999,0.057577500000000004,0.0777022222222222,0.06962125000000002,0.08316120000000002,0.0711552
0.05452000000000001,0.10616999999999999,0.05673500000000001,0.07161555555555554,0.04381750000000001,0.05111199999999999,0.0711552
0.0842,0.09607000000000002,0.06362750000000003,0.07132111111111111,0.057485624999999985,0.05600440000000001,0.0711552
0.09044000000000002,0.06362999999999999,0.04829249999999999,0.07028666666666666,0.056018125,0.04653120000000002,0.0711552
0.03879999999999997,0.08206,0.09154500000000002,0.07626333333333335,0.062226875000000015,0.06677519999999998,0.0711552
0.10400000000000004,0.054650000000000004,0.09761,0.07254222222222223,0.05373562500000001,0.0858692,0.0711552
0.07568,0.06528,0.06311250000000002,0.0702022222222222,0.05864687499999999,0.08347359999999998,0.0711552
0.06919999999999998,0.006170000000000009,0.037415000000000004,0.0682966666666667,0.081496875,0.07236920000000002,0.0711552
0.08400000000000002,0.03242999999999999,0.07653750000000001,0.052834444444444434,0.05510625000000002,0.0914692,0.0711552
0.02248,0.04160999999999998,0.09177500000000002,0.06897666666666666,0.08830437499999999,0.05567079999999999,0.0711552
0.04039999999999999,0.07302000000000003,0.08143499999999998,0.07783333333333334,0.073041875,0.07591520000000002,0.0711552
0.03423999999999999,0.09107000000000001,0.06839999999999999,0.06379777777777776,0.09481624999999999,0.08422520000000003,0.0711552
0.06888000000000002,0.03051000000000001,0.0982875,0.0769211111111111,0.04738937500000001,0.0856084,0.0711552
0.10804,0.0935,0.10506749999999998,0.0940277777777778,0.07868812499999997,0.04772919999999997,0.0711552
0.04651999999999998,0.10208,0.072965,0.04603555555555558,0.07515374999999999,0.08007119999999998,0.0711552
-0.005519999999999997,0.045989999999999975,0.06562499999999999,0.060730000000000006,0.06240249999999997,0.09023920000000002,0.0711552
0.06740000000000002,0.05750999999999998,0.07499999999999998,0.0575566666666667,0.06371312500000001,0.06683359999999999,0.0711552
0.020720000000000016,0.058349999999999985,0.05901500000000001,0.06460444444444446,0.061945624999999976,0.090496,0.0711552
0.02224000000000001,0.0796,0.09547000000000003,0.039687777777777794,0.062286250000000015,0.05543720000000002,0.0711552
0.01212000000000002,0.12009999999999998,0.06356750000000003,0.07329888888888886,0.05524687500000003,0.07640759999999999,0.0711552
0.06492,0.059590000000000004,0.07626750000000002,0.050114444444444434,0.0705025,0.06211680000000003,0.0711552
0.13335999999999998,0.11337,0.030449999999999977,0.06253555555555554,0.075120625,0.0638176,0.0711552
0.030079999999999996,0.054160000000000014,0.09314499999999998,0.06702444444444441,0.06524375000000002,0.07613600000000001,0.0711552
-0.003999999999999976,0.07322999999999999,0.06445999999999999,0.06143777777777776,0.065515625,0.06151119999999999,0.0711552
0.05091999999999999,0.09830999999999998,0.05093499999999998,0.07382111111111114,0.04470874999999999,0.08068639999999999,0.0711552
0.04299999999999998,0.07622000000000001,0.0893475,0.07015111111111114,0.04976749999999999,0.08469679999999996,0.0711552
0.06795999999999996,0.051679999999999976,0.052767499999999995,0.05530444444444446,0.07880124999999999,0.06966880000000003,0.0711552
0.05704000000000001,0.09597,0.09058749999999996,0.06811555555555557,0.05688625,0.08544999999999997,0.0711552
0.03855999999999998,0.05313000000000001,0.04377500000000001,0.08231111111111114,0.07784187500000003,0.06288760000000002,0.0711552
0.11792,0.048359999999999986,0.06607749999999998,0.056575555555555546,0.05918437500000001,0.08446239999999999,0.0711552
0.09612000000000001,0.11473000000000003,0.05848500000000001,0.04898555555555553,0.07891187500000002,0.06711840000000002,0.0711552
0.10859999999999997,0.08449999999999999,0.0635925,0.06832111111111111,0.083421875,0.08604,0.0711552
0.010520000000000002,0.06478999999999999,0.07307250000000001,0.0840666666666667,0.05962312500000003,0.0787852,0.0711552
0.011640000000000011,0.06175999999999998,0.016989999999999977,0.07624666666666666,0.07154062500000002,0.0783588,0.0711552
-0.007879999999999998,0.07128999999999999,0.08576,0.06246888888888885,0.07877250000000002,0.07868719999999998,0.0711552
