n units 500,n units 1000,n units 2000,n units 3000,n units 4000,n units 5000,n units 6000,True Effect
0.5767270530899619,0.3243255152967348,0.3902532410824316,0.4939823564362961,0.4752009420186894,0.5080010339979886,0.4399501613400918,0.4488968
0.3372705992671517,0.3276869478864438,0.4345206975174133,0.3273483261129404,0.3293229036429059,0.543562244490379,0.4740356131710626,0.4488968
0.410224104901397,0.4684383808398258,0.537008725827736,0.4563691733859107,0.4517717226745439,0.507749775429538,0.46970173633157,0.4488968
0.4294498748748572,0.4589788277614424,0.4076898415422809,0.4657632651897546,0.5078429266950248,0.5330719903400505,0.4387204746469078,0.4488968
0.46406046876224,0.4874439549685773,0.3751852450799438,0.362820965640893,0.5273181628933751,0.4844864661899866,0.4723688393903442,0.4488968
0.322151589713548,0.35093727638897,0.4369826435966883,0.355830312331722,0.3835569162717296,0.4131808858987985,0.5123123202473241,0.4488968
0.2385330422824655,0.4012422309479325,0.500627480098725,0.4261535977199602,0.4311066367582642,0.5446156399433102,0.4671656598663614,0.4488968
0.5578026660017388,0.3498966905144023,0.3239938812513279,0.4949906654473322,0.4739291702298519,0.4429133402669699,0.4994928582938761,0.4488968
0.4175397472593543,0.3586748925404719,0.4424097881968439,0.4885042542710714,0.4996586157527815,0.4146100503004482,0.5116660788668553,0.4488968
0.2606006416284548,0.4431077097995159,0.4327351738081595,0.4571610294282132,0.4968145602211415,0.4693084781662294,0.4456345508404031,0.4488968
0.3892863177839655,0.1779031146549278,0.4666594481098515,0.5862827886151015,0.5318484240536756,0.4455645305713479,0.4253287487557475,0.4488968
0.1282198109349733,0.4715480768931975,0.2542305896040397,0.3988642121702496,0.546727058368722,0.5241844996083206,0.4596102155149603,0.4488968
0.4158371890994685,0.5109172730200583,0.3632481242286625,0.3899346470738908,0.4633522388160311,0.500135538175709,0.490140805082753,0.4488968
0.5461108651766241,0.4722111551469115,0.4776382317206233,0.5046366501589997,0.4661128394141697,0.4728711630478323,0.4130781055525183,0.4488968
0.3902563139636009,0.4260562299952045,0.4441699326073524,0.4360228948900009,0.4947113279329196,0.5130860559448396,0.4294153993409704,0.4488968
0.4079833467355727,0.4300414501089938,0.4943803810438346,0.4833514812099281,0.5521922301552875,0.3824411318462528,0.4952926718375106,0.4488968
0.5857191462407285,0.4050108229642652,0.3004562458148969,0.4385640155448564,0.4883225046947477,0.4592486902270581,0.4953249864698048,0.4488968
0.2478559644499313,0.3806867800194394,0.4165709704992965,0.4271367135075986,0.4520205034899724,0.479672282897791,0.4565487365094601,0.4488968
0.3556217280506049,0.5358574343154447,0.4116010374928904,0.3119460912795542,0.4701722380879158,0.4633086049439684,0.4195010291247914,0.4488968
0.7874605242650506,0.4556857524650339,0.3159768762153285,0.4433736887811931,0.5207847785754202,0.4579753887932136,0.5213071638155183,0.4488968
0.3239434703347422,0.3995653982807349,0.4640228814603134,0.5293444224041931,0.3864408010820733,0.4694088322753687,0.498394835467483,0.4488968
0.3942887093715055,0.4577880422157379,0.4646983626339119,0.5153499499690004,0.4991681477695315,0.4162303272062417,0.4705551338117557,0.4488968
0.4593853080094022,0.5598711487882909,0.4192308420660088,0.3764878664171587,0.5481398528656657,0.5362495217178276,0.5189770272493269,0.4488968
0.5395158597744973,0.3636695292900259,0.4194118964076259,0.4870506357197448,0.4606270601702492,0.5384969676069962,0.5021854690365407,0.4488968
0.4888546126603303,0.3659581670262113,0.4693697183607779,0.5094615128846547,0.4765985989122007,0.4818196938108646,0.4855906643682895,0.4488968
0.6275420128719564,0.3592324031184911,0.4955651791275837,0.4757814241083078,0.4777890954582428,0.4245624467355798,0.4912725412376106,0.4488968
0.3712426991501218,0.6974156067695236,0.5071777063075387,0.4739121467346258,0.4830009950722255,0.5330153328849826,0.524581237032825,0.4488968
0.6104857239513093,0.4966085330233517,0.5067204253052481,0.5359508706913522,0.415408662653585,0.4725703535451053,0.4379957260594228,0.4488968
0.447631388967972,0.1864432534526523,0.4916871634374147,0.4217150961965045,0.4698101325867904,0.4670498020756825,0.4770114656992425,0.4488968
0.5482114493287507,0.50184732006039,0.4366909826816279,0.4636019119468363,0.5176092180124265,0.5012321227071764,0.4765716276777059,0.4488968
0.3140542995591454,0.31092351239275,0.5089117734179995,0.4069041428045496,0.5045800290981017,0.4742168421273598,0.5016928865952315,0.4488968
0.4816612060349415,0.4284312941434613,0.4948217663448482,0.4971643733498447,0.4393405019993012,0.43174739792304,0.4228780601703993,0.4488968
0.5004347353408666,0.4739050824562833,0.4074025077404036,0.3990897520359153,0.3708165889819818,0.5185719392974769,0.4970105050063354,0.4488968
0.4237851023124362,0.4690133603528439,0.5704412600143968,0.3960446622045197,0.3882240108958452,0.4336460963305847,0.4668156031138639,0.4488968
0.4174305462257059,0.5445298462316807,0.4788539781216421,0.4853765121869636,0.517090943707512,0.5318449069559497,0.465042424804316,0.4488968
0.4716222221157363,0.5065383294420068,0.4091194148719855,0.4889889159996783,0.3665090292876738,0.4421253346779974,0.4678968725874723,0.4488968
0.5009716797484103,0.5048864117973209,0.4958754793339193,0.3324411776076967,0.4264789890407564,0.5247829294097147,0.4829758377807094,0.4488968
0.5086107493886018,0.4855352052697944,0.4273398133767222,0.4332278958159879,0.4437262561183926,0.4349886970016788,0.45353992730843,0.4488968
0.2698954056121959,0.467732769709611,0.4769054640933707,0.495917665191324,0.5352277926294945,0.4903336998774361,0.4563820640206919,0.4488968
0.5586903805898585,0.5169530875281084,0.4725006367626554,0.407633826788673,0.4547507717321068,0.4596808993123603,0.4478308439332629,0.4488968
0.4195212101869099,0.4349607680819411,0.4325500714295919,0.5611430102349957,0.459037650777933,0.5095445822310377,0.4759230008572508,0.4488968
0.1280776070708573,0.3873324556577158,0.3534279797895573,0.414341686688174,0.5660380668944057,0.4603124764496751,0.5234280047451981,0.4488968
0.4775729263396619,0.5066309854281159,0.4892536107316223,0.4942407510905039,0.4891972238776691,0.4858166124329817,0.4645559806626885,0.4488968
0.5042456595290046,0.3941283021245546,0.4219481551084861,0.4718617250003392,0.4303341769226979,0.4767973530208271,0.480137433855147,0.4488968
0.6258830603800618,0.5316937618804117,0.4380361159412089,0.4482500421635877,0.3877616768984201,0.4289278651275915,0.5168506159938331,0.4488968
0.6874273123362696,0.5937668456494288,0.4317716945206145,0.4128595689107608,0.540006823558073,0.4954996517493123,0.4522691249070094,0.4488968
0.5013085503905573,0.5295328381567359,0.5852215262005582,0.3947920097473354,0.4775688028030474,0.472530026326325,0.5067901908384626,0.4488968
0.5513119387872212,0.3727268974466746,0.4143894439235507,0.4778449903275337,0.4495596825858742,0.5306015982331647,0.4629613281467468,0.4488968
0.2834256209201176,0.4601401953219367,0.405145814838439,0.4785968034174637,0.4120149781990962,0.4642977269881153,0.4746325828271218,0.4488968
0.3485567827739055,0.4934764141687144,0.4769866076071215,0.4391051688380386,0.454666972167065,0.5052254920726018,0.4666199963637224,0.4488968
0.3520675388892378,0.463715889811016,0.4446603073722852,0.4084052392776738,0.5256084210948945,0.4599350235369544,0.4620238256815316,0.4488968
0.3128574799030373,0.2600861293607433,0.4741886530010851,0.460184492115936,0.3964901377472135,0.4599069644997509,0.4599186513467893,0.4488968
0.4463872390297613,0.3678782325783701,0.4410535497333087,0.4482676251368181,0.4934211606485279,0.4335235681970266,0.4887523034614112,0.4488968
0.429960380694431,0.5756151528052764,0.2868938365746451,0.4836477917351531,0.5544707945822727,0.4788977700672983,0.4449553749397733,0.4488968
0.4767333994838365,0.3558867513665839,0.4598374369598325,0.4289565111389222,0.4721519467232889,0.4631285056784517,0.4893778392395079,0.4488968
0.5823708349858813,0.4415786108016828,0.5029992653066305,0.4377625962492203,0.4958405186172795,0.4185320599873109,0.4663930967638438,0.4488968
0.268257979821009,0.5155774956524103,0.4205807336047198,0.5083686778158574,0.4109775931935018,0.4536789147443982,0.5447401706998722,0.4488968
0.3933052163357345,0.363531030502728,0.4668377129280318,0.4941152938036641,0.5726435624534865,0.4462888182822918,0.4523107694448593,0.4488968
0.3933983371887193,0.5408213052635924,0.4334074894300442,0.4931007728185735,0.4712259689892253,0.5624984582627429,0.4759137359779471,0.4488968
0.3446272728652801,0.432312722883412,0.5170616993353704,0.3932629374401709,0.4633619001215423,0.4018573319375853,0.4911057997408778,0.4488968
0.376014485193692,0.333194199546958,0.5093658805922332,0.4758968621018853,0.4287351784940047,0.4060428714396205,0.500516064973693,0.4488968
0.3191717174771524,0.3366025430701269,0.4754656974782256,0.4832628680485488,0.4484054201251798,0.5033627629049316,0.4585894839495066,0.4488968
0.2682708281802575,0.3820028997899749,0.5014247412890621,0.4360759774367729,0.5054795244363081,0.3954556388967337,0.3647000074629407,0.4488968
0.2804168943968674,0.5235430297094152,0.5092977837163544,0.5136299105358979,0.4398537405966346,0.4316144739091406,0.4910599199375736,0.4488968
0.5611788058922869,0.4703403837242337,0.4172707450827366,0.4815579779853546,0.4920606914777887,0.4966544684894203,0.4873998678767358,0.4488968
0.4815720201841167,0.5036387686590503,0.4489108856330644,0.3863484637715684,0.4218532781898098,0.5287639658850773,0.4504360498540896,0.4488968
0.3277087308724474,0.4471714302324257,0.4192200878133083,0.4880330862571123,0.4744344069696893,0.4362496447450757,0.517969216123639,0.4488968
0.4079972420848873,0.4432494679102169,0.3712045910229902,0.5086969256073893,0.482876793863866,0.4880886227562902,0.5168578858231416,0.4488968
0.2538467823353637,0.4446954631722487,0.3982007416826198,0.4606454046183342,0.4254649345135305,0.4357834723848899,0.5151661733318188,0.4488968
0.3970810232146364,0.4643140535040077,0.471055549541841,0.5318213436318306,0.4445431576523885,0.4395154816965319,0.43710709435369,0.4488968
0.4084704305317017,0.3816281230070641,0.5264709841729232,0.4724974507220499,0.5030277388572455,0.513927452837588,0.4540015471363393,0.4488968
0.5332365053113113,0.5407542947685702,0.4091339285396542,0.5137633934413138,0.4722178316217193,0.4618006745434976,0.4537862616036113,0.4488968
0.5990021176079202,0.3698245786999126,0.4396813228294284,0.499819225079021,0.4765296141424536,0.4394298291439351,0.5031322103926719,0.4488968
0.369780037796291,0.5357506900503937,0.564296834742364,0.5208034003486852,0.4322515894267027,0.5375660938798122,0.5217576732805652,0.4488968
-0.0143607033251463,0.5323496408240532,0.5238492111486449,0.4615647758240226,0.4128235078768327,0.4287763538807834,0.4725233359788123,0.4488968
0.5707253973398599,0.4879888085018652,0.4205635568345858,0.4318447945210152,0.3934722581815219,0.4543104183172727,0.4981281254881451,0.4488968
0.3139200342491166,0.5902823410517611,0.4237170837898061,0.4305029880553042,0.3654912930313451,0.462162233739504,0.4710749254434258,0.4488968
0.3624283134908418,0.4774069986450446,0.4392940969426614,0.3900630558520338,0.5180170162985035,0.5206736616147871,0.5117729647089956,0.4488968
0.2827731952461019,0.5284814833000516,0.393961379585346,0.3838864718967891,0.4725819300100011,0.4266137251120794,0.4487993365075673,0.4488968
0.4900106949153608,0.5663111442371398,0.4119342736864402,0.4392145213640648,0.4285018903547576,0.4253386291902794,0.4496455586531642,0.4488968
0.5075530332320206,0.4936888039832177,0.4400845088362027,0.509053165671361,0.4836987723469003,0.4754069628689447,0.4547651916106272,0.4488968
0.4594847895556949,0.3823779769923482,0.4803051470669762,0.5383690841222567,0.4304394957828036,0.4982021466984054,0.5185750994018253,0.4488968
0.4980745446452728,0.4532265411707191,0.4818717434600374,0.364778892644061,0.4828864152839517,0.4835517164640762,0.4822413848596885,0.4488968
0.605367967574987,0.4357154219112282,0.4810519478365406,0.5618979950023123,0.4104867411805329,0.4613949268183591,0.4235119193344322,0.4488968
0.5817166504917043,0.4369549785361638,0.3060901091897332,0.4289603156698449,0.3589141781161669,0.5158676705456022,0.4154869544407949,0.4488968
0.4842659837751176,0.5310776505447388,0.451903039796156,0.3961989103798353,0.4381638300054823,0.3892833720356985,0.4222076191805038,0.4488968
0.3922597311731841,0.5320769366445874,0.5136651169454212,0.3623877876997155,0.4889177648881029,0.4225259348799342,0.4376136237055608,0.4488968
0.5545653962172699,0.5223685584962898,0.4601394693701165,0.4487244163802428,0.504786006463236,0.4918737532963237,0.4516438890555511,0.4488968
0.5752128995404447,0.4688401520973985,0.4746077244086509,0.4285808087703764,0.4615667583233928,0.4223275434003868,0.4847128355097582,0.4488968
0.3904460311202168,0.2639787119403631,0.4425474601762158,0.5083108654717421,0.4367556714405289,0.4017455425644137,0.4712816175138463,0.4488968
0.413236780718095,0.5611976837535955,0.5304883026107153,0.4383752514605629,0.4968810946829441,0.4531160341771056,0.4192190787251608,0.4488968
0.2489882811925687,0.4253069892898668,0.4569848567465214,0.4159938987983129,0.4396847429611979,0.392094803687232,0.4635529234887195,0.4488968
0.545150581919087,0.6027810694112018,0.4618258561077409,0.5062702237553197,0.5160947258581398,0.5274625614080009,0.4749060894464856,0.4488968
0.4491395632156011,0.511405256162889,0.3990691734835785,0.4255383348204833,0.4726078555065366,0.4799269809494773,0.4546412558357951,0.4488968
0.4283200892321286,0.4882051632923453,0.3232248674292449,0.4427394191769426,0.4271092563402881,0.4235451687559483,0.4720077481747625,0.4488968
0.4623142779116837,0.6053697292986958,0.4719778164673322,0.5024550461097822,0.455886257904739,0.454860589209574,0.4646248796041455,0.4488968
0.4861284989176674,0.5175221382100887,0.3923681835923184,0.4832406256789587,0.4434275673069434,0.4805799677643315,0.3870354470158927,0.4488968
0.6013718525428976,0.283556376751179,0.5378835705378756,0.4387193765051247,0.4221941622867292,0.4773206738274938,0.469950350179249,0.4488968
0.4762258510391848,0.480835327116573,0.3100072896643733,0.5428205248871981,0.403570285076756,0.4512394806678265,0.5118572275094208,0.4488968
0.3889227666816697,0.5529201808168137,0.5550977343025246,0.4774127186397796,0.5383924457276105,0.4479993868717418,0.4141560069950141,0.4488968
