n units 6000,True Effect
0.4399501613400918,0
0.47403561317106263,0
0.46970173633157,0
0.4387204746469078,0
0.47236883939034424,0
0.5123123202473241,0
0.4671656598663614,0
0.4994928582938761,0
0.5116660788668553,0
0.4456345508404031,0
0.42532874875574755,0
0.4596102155149603,0
0.490140805082753,0
0.41307810555251834,0
0.4294153993409704,0
0.4952926718375106,0
0.4953249864698048,0
0.45654873650946015,0
0.4195010291247914,0
0.5213071638155183,0
0.49839483546748303,0
0.47055513381175573,0
0.5189770272493269,0
0.5021854690365407,0
0.48559066436828957,0
0.49127254123761066,0
0.524581237032825,0
0.43799572605942283,0
0.4770114656992425,0
0.4765716276777059,0
0.5016928865952315,0
0.4228780601703993,0
0.4970105050063354,0
0.46681560311386394,0
0.465042424804316,0
0.4678968725874723,0
0.48297583778070946,0
0.45353992730843,0
0.4563820640206919,0
0.4478308439332629,0
0.4759230008572508,0
0.5234280047451981,0
0.4645559806626885,0
0.480137433855147,0
0.5168506159938331,0
0.45226912490700943,0
0.5067901908384626,0
0.46296132814674684,0
0.47463258282712184,0
0.4666199963637224,0
0.46202382568153166,0
0.4599186513467893,0
0.4887523034614112,0
0.4449553749397733,0
0.4893778392395079,0
0.4663930967638438,0
0.5447401706998722,0
0.4523107694448593,0
0.47591373597794717,0
0.49110579974087787,0
0.500516064973693,0
0.45858948394950666,0
0.3647000074629407,0
0.49105991993757364,0
0.4873998678767358,0
0.4504360498540896,0
0.517969216123639,0
0.5168578858231416,0
0.5151661733318188,0
0.43710709435369005,0
0.4540015471363393,0
0.45378626160361135,0
0.5031322103926719,0
0.5217576732805652,0
0.47252333597881235,0
0.4981281254881451,0
0.4710749254434258,0
0.5117729647089956,0
0.4487993365075673,0
0.4496455586531642,0
0.4547651916106272,0
0.5185750994018253,0
0.4822413848596885,0
0.4235119193344322,0
0.4154869544407949,0
0.4222076191805038,0
0.43761362370556084,0
0.45164388905555114,0
0.48471283550975824,0
0.47128161751384634,0
0.4192190787251608,0
0.46355292348871957,0
0.4749060894464856,0
0.4546412558357951,0
0.4720077481747625,0
0.46462487960414556,0
0.38703544701589276,0
0.469950350179249,0
0.5118572275094208,0
0.4141560069950141,0
