true_model,data_source,network_size,effective_sample_size,test_bootstrap_iters,ML_model_name,tuning_param_grid,L_lower,L_upper,L_result,Y_lower,Y_upper,Y_result
BBU,../data/binary_sample/,200000,2000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.003891358670345049,-0.002480053538936234,B,-0.0016883364617671765,0.0009762751243842129,U
BBU,../data/binary_sample/,200000,2000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.011071538650724105,-0.008102847011131266,B,-0.0007360802119631303,0.007633960714897503,U
BBU,../data/binary_sample/,200000,2000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.001462998726828616,0.004168590239608665,U,-0.0017351016032272923,0.0017447590443876993,U
BBU,../data/binary_sample/,200000,2000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.016306151726880092,-0.008424906557652335,B,-0.0005326181621947777,0.0013211197991599773,U
BBU,../data/binary_sample/,200000,2000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.007166255398044176,-0.004992569993522551,B,-0.0008075548703842618,0.0036422537139110317,U
BBU,../data/binary_sample/,200000,2000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.015691963733347462,-0.013370494021599028,B,-0.000565742199318405,0.005906407129796769,U
BBU,../data/binary_sample/,200000,2000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.005136674187985994,-0.0016681605560346187,B,-0.0008621325882832605,0.0018699728625075618,U
BBU,../data/binary_sample/,200000,2000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.01199533084687386,-0.007550729023299461,B,-0.0011963818926883619,0.0025052421980770417,U
BBU,../data/binary_sample/,200000,2000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.013665721432980994,-0.004829842020714306,B,-0.001178108628443704,0.004563707555371949,U
BBU,../data/binary_sample/,200000,2000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.01354085541133174,-0.011583609107987211,B,-0.0012806115774342442,0.004093750579083082,U
BBU,../data/binary_sample/,200000,2000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.006769359573888328,-0.0030458923001168946,B,-0.0004937914064691885,0.003801172695983992,U
BBU,../data/binary_sample/,200000,2000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.017503864132806586,-0.012192204059419714,B,-0.0027515869486375924,0.002605433602627573,U
BBU,../data/binary_sample/,200000,2000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.011129281854249475,-0.0073210211115948,B,-0.005136361814428895,0.006349460112423844,U
BBU,../data/binary_sample/,200000,2000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.011862769353896003,-0.00889071866376264,B,-0.001962241518635651,0.002049196511937999,U
BBU,../data/binary_sample/,200000,2000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.01004671285301408,-0.006467010693905904,B,-0.0013875620017233664,0.0011529804251314412,U
BBU,../data/binary_sample/,200000,2000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.007529621802680457,-0.004751584544542132,B,-0.0009187965398577163,0.0009421668942468048,U
BBU,../data/binary_sample/,200000,2000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.014157076106881251,-0.0073231338697171055,B,-0.003610020828659191,0.0037073733940972704,U
BBU,../data/binary_sample/,200000,2000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.00673751780017704,-0.0035290481162068427,B,-0.001305641099825598,0.0034012398066881303,U
BBU,../data/binary_sample/,200000,2000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.005668151607625251,-0.0037820142095917513,B,-0.0018303080639375364,0.002449516762002418,U
BBU,../data/binary_sample/,200000,2000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.00700759366814228,-0.003794176116799152,B,-0.007387355635469263,0.0026836757793873684,U
BBU,../data/binary_sample/,200000,3000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.000747191556781919,0.002687310526380257,U,-0.0037149808719824894,0.003100474810058628,U
BBU,../data/binary_sample/,200000,3000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.010546838156257177,-0.00816993628251676,B,-0.0020870333024033396,0.0013627418310736515,U
BBU,../data/binary_sample/,200000,3000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.008595092976793948,-0.006854447456457929,B,-0.0016794197331377637,0.0013333380920247432,U
BBU,../data/binary_sample/,200000,3000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.014138572213111197,-0.012008936345946313,B,-0.001245339886411513,0.000709296489773968,U
BBU,../data/binary_sample/,200000,3000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.0024444753085922227,0.00047845559756604924,U,-0.0003059736898445443,0.003129801456353446,U
BBU,../data/binary_sample/,200000,3000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.006843226486833611,-0.0037086513495815554,B,-0.0010684930588092125,0.0026481810239553445,U
BBU,../data/binary_sample/,200000,3000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.009202062441296888,-0.007957256710819526,B,5.810123661950804e-07,0.0022236325772418,U
BBU,../data/binary_sample/,200000,3000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.01156562805604241,-0.006413700180371024,B,-0.0007708292675803405,0.0035416365359802857,U
BBU,../data/binary_sample/,200000,3000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.010611792358965604,-0.007896534812795246,B,-0.00011405176872227237,0.0015572175738993808,U
BBU,../data/binary_sample/,200000,3000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.010013988840262188,-0.003195141573174237,B,-0.00035917270643542887,0.0039798635687478285,U
BBU,../data/binary_sample/,200000,3000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.012943610760037779,-0.009826041451333867,B,-7.781688890878405e-05,0.001974154048991689,U
BBU,../data/binary_sample/,200000,3000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.014977008024961254,-0.008702633488460154,B,-0.00044395153125727574,0.001963793068455251,U
BBU,../data/binary_sample/,200000,3000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.007041051801597078,-0.005522377219382858,B,-0.003384722502416021,0.003943681324182666,U
BBU,../data/binary_sample/,200000,3000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.012224119855524926,-0.009536376333847353,B,-0.0019016410307525946,0.0027147838093535834,U
BBU,../data/binary_sample/,200000,3000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.009166534443734458,-0.007060208574929952,B,-0.0019980169891445957,0.0016381131926210552,U
BBU,../data/binary_sample/,200000,3000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.005231471314524205,-0.0035305009366840908,B,-0.0018915794121607099,0.0011637443062105651,U
BBU,../data/binary_sample/,200000,3000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.008379147411830693,-0.006669709137074318,B,-0.001223679786584373,0.0025295789940739215,U
BBU,../data/binary_sample/,200000,3000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.010182097775704247,-0.007908831101306557,B,1.259475190630585e-06,0.0013585705355023104,U
BBU,../data/binary_sample/,200000,3000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.010455575917951142,-0.008836268628296503,B,-0.0004590302110259979,0.0004897323831386791,U
BBU,../data/binary_sample/,200000,3000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.009883424649530013,-0.0036265223404093857,B,-0.002097649358624299,7.65375617181509e-05,U
BBU,../data/binary_sample/,200000,4000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.00544442699034383,-0.003808131014813738,B,-0.0014088783401965835,0.0020322333461636074,U
BBU,../data/binary_sample/,200000,4000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.008970871967502472,-0.006441486445479272,B,-0.00114567202786372,0.002360078987432486,U
BBU,../data/binary_sample/,200000,4000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.005349828374073572,-0.003674767923407048,B,-0.0016079607249805804,0.0017246903546856034,U
BBU,../data/binary_sample/,200000,4000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.01439475387954665,-0.009262431663569461,B,-0.0002098917686002684,0.0011643813938314476,U
BBU,../data/binary_sample/,200000,4000,300,LogisticRegression,"{'C': [0.001, 0.01, 0.1, 1, 100, 100000], 'penalty': ['l1', 'l2'], 'solver': ['liblinear']}",-0.007045791608084556,-0.002755735154353585,B,-0.0012278708246585002,0.0009835638392184881,U
