n units 500,n units 500 L_est,n units 1000,n units 1000 L_est,n units 2000,n units 2000 L_est,n units 3000,n units 3000 L_est,n units 4000,n units 4000 L_est,n units 5000,n units 5000 L_est,True Effect
0.5915763212292389,"(0.3352041815565098, 3.3520418165650976, 0.5738699277515031)",0.40108285307128966,"(0.34168627485376407, 3.416862749537641, 0.6079535755319043)",0.47951057653476215,"(0.33201874042572854, 3.349439594796472, 0.7442092301217653)",0.3899837543390503,"(0.09749358853431486, 3.6031136997282736, 0.6755768671486265)",0.45833925905199363,"(-0.008983380703581451, 3.273129630639503, 0.7959010752060244)",0.40987469233599405,"(0.15223993433365435, 3.638819732444089, 0.6359148652149795)",0.4279034
0.4081918139494762,"(-0.2082052007125218, 3.8526175333517676, 0.8195722298599618)",0.44621245895991196,"(0.27693362614989003, 3.08353712858563, 0.7254836621654622)",0.4012921958232904,"(-0.07946138880082051, 3.5605208723821864, 0.7862002109246882)",0.384567305691586,"(0.19453388541321026, 3.7338675532786594, 0.6539633234759624)",0.4096977127736698,"(0.3352217992721488, 3.4175815703887644, 0.7884301912763279)",0.45092866959339456,"(0.2981322151330092, 3.53794427539169, 0.6767088766035503)",0.4279034
0.3929570805320007,"(0.05232742387991919, 3.117623745053119, 0.885249268015609)",0.4172763519649936,"(0.371302287698312, 3.71302287798312, 0.7067705584281114)",0.4717399318035971,"(0.33493383025488377, 3.349338303548838, 0.753239910632307)",0.4006518526349219,"(0.045617864799768586, 3.3572865551989617, 0.6312802479312302)",0.4608395133023638,"(-0.09985136300563137, 3.600361782418404, 0.7487600867724951)",0.39966799524580787,"(0.21062613917358322, 3.4040568432972336, 0.7000303645054364)",0.4279034
0.4871468380239081,"(0.3105735937434942, 3.459516141867314, 0.5558891238332572)",0.47068133009893987,"(-0.012059743040418375, 3.5588280305796163, 0.696270901212853)",0.39161078056101245,"(-0.057918545776765515, 3.219420547793944, 0.6353511315085005)",0.37265271788490645,"(-0.13629354365175042, 3.48347905276642, 0.6186995998710003)",0.4070142556197169,"(-0.0734685011741195, 3.4189672919036935, 0.5873149906939724)",0.374151235331248,"(0.2142401223901377, 3.5843944388849494, 0.6608426304017846)",0.4279034
0.531746274082751,"(0.31700517001806383, 3.888694477667255, 0.7313036435942688)",0.42620267943032575,"(0.3674602664958054, 3.6746026659580537, 0.5400970545476342)",0.4722574239617551,"(0.07866542364003065, 3.494165812009082, 0.7225018857361177)",0.43663058494362367,"(0.036856763832709506, 3.6825893939297827, 0.6579477134527911)",0.37081618356167373,"(0.2810242188147206, 3.701088979772856, 0.6848036975403391)",0.44036676600017294,"(0.06638676833662256, 3.4840753334009005, 0.7306384891647093)",0.4279034
0.3947777833888291,"(-0.38802738841714396, 3.957516308579492, 0.6000188214521084)",0.47403302424901667,"(0.044214533598350786, 3.6482174340449633, 0.8110406503828226)",0.41636409737683927,"(0.2004731846200685, 3.347787216067005, 0.6464778584830532)",0.3796096326595977,"(-0.017467936357681773, 3.496842492623164, 0.608548026922115)",0.4807717520567222,"(-0.03181462029114964, 3.284520998695408, 0.7255587694692327)",0.4159392012284071,"(0.1415957418551873, 3.5635502802540815, 0.6818170706755909)",0.4279034
0.3973807689755854,"(-0.33403671423242665, 3.3403671433242663, 0.7554886262415496)",0.33161204421679635,"(0.12062352793102354, 3.7650201475324185, 0.5744204277721591)",0.4513377702461771,"(0.2814926768251536, 3.382959812806311, 0.7233122879154736)",0.3178123127730487,"(-0.11533292793290861, 3.488925012590534, 0.6864103246835678)",0.3933097443751664,"(0.334711492270991, 3.3471149237099103, 0.7276072933785375)",0.4482147362994532,"(0.23681522280429387, 3.4303496526991597, 0.5985422109146931)",0.4279034
0.1593505331165629,"(-0.20763379698347234, 3.680652181366052, 0.549952923418982)",0.5037921040284509,"(-0.3390073090998116, 3.390073091998116, 0.8011203794098726)",0.5085678819556714,"(-0.007264372494642873, 3.557328394979047, 0.5510517618974416)",0.37390436453299125,"(0.3545506405580253, 3.545506406580253, 0.743138025209802)",0.3730205852336562,"(0.3778502578248579, 3.7785025792485794, 0.7559726572939969)",0.43151433352193524,"(0.16008739575730097, 3.4722993883003617, 0.6949921005719965)",0.4279034
0.3070195659028428,"(-0.36843261758872003, 3.8924532535749274, 0.7083396584701562)",0.3757043627849048,"(0.17986164113881295, 3.9597566968830282, 0.656546376294141)",0.3972732942059677,"(-0.28146102143298474, 3.313261772751549, 0.7366486372673597)",0.3998712546985938,"(0.07443649680188, 3.4642818292045243, 0.8153416324140726)",0.4240455883574027,"(0.24400205577698558, 3.498472084268855, 0.747642852814024)",0.4802276433511279,"(0.3552319600138413, 3.5523196011384126, 0.6891969285458728)",0.4279034
0.34660408561748635,"(-0.4200358244547021, 4.200358245547021, 0.6682034395133976)",0.33670942331265674,"(0.36433974832046373, 3.6433974842046375, 0.7370165240969491)",0.5213514240209045,"(0.14659873743584984, 3.606855106604766, 0.7434392738856851)",0.39230118208630244,"(0.30222237112018513, 3.5422189392641177, 0.7368491976834138)",0.4809055400461618,"(0.20976958067701965, 3.411006856977403, 0.6841662389802978)",0.43487063187699915,"(-0.006539504685014001, 3.5271450585192814, 0.6930659839085768)",0.4279034
0.45230383653583134,"(0.23078294094962948, 4.128824881986774, 0.9234322793864772)",0.518993186481599,"(-0.03108950273829421, 3.3071795169163902, 0.638022486584959)",0.43997249308170083,"(-0.019568356146478925, 3.480216426843047, 0.7870536946567964)",0.3480091502339536,"(0.1517297095475632, 3.54114223227858, 0.7815068877320922)",0.3894199052422804,"(0.3287507140260499, 3.4175301954248964, 0.7038914358259176)",0.38363984000726853,"(0.1021007495377872, 3.6674098478437247, 0.7003820596223588)",0.4279034
0.5962543487696429,"(0.3335803858580616, 3.3358038595806163, 0.6675334688133352)",0.4689095910041124,"(-0.35664790993393586, 3.5664791003393588, 0.7737962868290365)",0.40694252107228124,"(-0.07085455188277798, 3.437247305807854, 0.7642247423005846)",0.38337360192488257,"(0.029366957528720584, 3.4789690795438633, 0.7077456681896889)",0.4032501898775349,"(0.07449559533163416, 3.645189551082361, 0.6062492698039293)",0.37551619637464095,"(0.3314995590833707, 3.634842814418949, 0.6812379736005699)",0.4279034
0.2618772277835455,"(0.4403662136464764, 4.403662137464764, 0.6913486318500749)",0.4035215616078585,"(0.3970878015800443, 3.970878016800443, 0.7262887660010543)",0.45097270820498436,"(0.12394852117241394, 3.2238110339474395, 0.6795068226875292)",0.41207019183833327,"(0.3569181674848613, 3.936441635309311, 0.7362176449737504)",0.4947874994380265,"(0.3632950893383575, 3.6329508943835753, 0.7087653489831373)",0.41333911226648623,"(0.054948424001879916, 3.557330389768955, 0.6510843992715972)",0.4279034
0.4849785691027223,"(0.08873709408850856, 3.296987857905462, 0.6320506806978494)",0.42035232672197753,"(0.18392595505767972, 4.081580926757791, 0.6664429723727716)",0.44840667972133813,"(-0.1951104407429299, 3.5243579844384243, 0.7544031580153719)",0.35647412260743905,"(0.16011137656695962, 3.3693622607314646, 0.8229494780738502)",0.39240958895515593,"(0.05792802521443697, 3.511697122843108, 0.7176731162517652)",0.4278773461946145,"(0.15549462386328108, 3.504009531796764, 0.6744666511241013)",0.4279034
0.2441493919653215,"(-0.014689335954325485, 3.6173275555315882, 0.8241890661124339)",0.41061559088737704,"(-0.32116322630713945, 3.482436788025964, 0.6553863081725035)",0.4960284010617527,"(-0.12327063698639029, 3.351156698080289, 0.7463882831198145)",0.3955506175751202,"(0.026730223102188425, 3.516312716453585, 0.768404675900267)",0.40537217890404215,"(0.11265329346227151, 3.679074720069316, 0.6599678370841617)",0.3997427092670067,"(0.24253238538546545, 3.5349182727378907, 0.7530402140800918)",0.4279034
0.36744433609836924,"(0.40900484104565143, 4.497362734800453, 0.6318708137136525)",0.5067246507921552,"(-0.27249410249309824, 3.1872057787645858, 0.5795128036580782)",0.4370222552271482,"(0.19656949154455367, 3.6363267192619686, 0.764278507618313)",0.4284031418632311,"(0.11713569131952899, 3.617557269187832, 0.7005872017174064)",0.3718467461600565,"(0.3474276945866695, 3.474276946866695, 0.7288759668977742)",0.3905237522238739,"(0.18705642856891636, 3.4951780547148488, 0.6637682417306571)",0.4279034
0.32121391719566983,"(-0.06093956365751528, 3.3956986089387646, 0.6855186208261181)",0.3378704996024962,"(-0.29353942992516446, 3.2427088264461754, 0.6654091998580587)",0.45983901991988313,"(-0.043178506709688536, 3.611296950431278, 0.7875859804441279)",0.3786738983589768,"(0.3246291010450992, 3.383426600589646, 0.6462912390457897)",0.4391396809939348,"(0.11806509871680376, 3.430444586105177, 0.6696065317369879)",0.427941971109211,"(0.33526574161721684, 3.440901657531077, 0.6705504470158137)",0.4279034
0.3182066757369171,"(-0.372365799601022, 3.72365799701022, 0.5154244925761364)",0.5291503085442572,"(0.12122381548274369, 3.3272266015445027, 0.7462066711644262)",0.3820179217874218,"(0.17555833833987444, 3.4644657440038866, 0.6594912330120086)",0.36331982193884865,"(0.33883330043992566, 3.506921925935947, 0.7242013877918972)",0.4410270434618893,"(0.24888930939890566, 3.379598058842416, 0.6670184092370355)",0.41914368033520544,"(0.34901484909040253, 3.4901484919040255, 0.7556678343683657)",0.4279034
0.5615429544824327,"(-0.39396465358581273, 3.9396465368581275, 1.0391596536792034)",0.300413877195574,"(0.3850051571669309, 3.850051572669309, 0.6963847461025564)",0.45700042581909317,"(0.37783386994186996, 3.7783387004186997, 0.7800182954194245)",0.47269419872311735,"(0.2882397025971053, 3.5002146040933133, 0.7611855704220842)",0.44367259916650104,"(0.15950803317198473, 3.5600582399082787, 0.7729663357750193)",0.38323873604338404,"(0.28907563703562505, 3.6070450742736098, 0.695507155243244)",0.4279034
0.46853958601155404,"(-0.08108408464478101, 3.9233428192277935, 0.5755078385572787)",0.4238438209736902,"(-0.0740620717293685, 3.552303578256083, 0.8192317267157099)",0.37629602492200537,"(-0.09331593550475867, 3.6554562480524426, 0.7399452885186131)",0.4534717818621318,"(0.11595602856334736, 3.493666794312256, 0.6908104455463652)",0.4314357437240851,"(0.3014233384457508, 3.350797320886749, 0.7112433040941479)",0.4591232459588873,"(0.21341889524175414, 3.366151761824545, 0.6803799731569453)",0.4279034
0.4574177981432974,"(-0.0653725446227503, 3.4172926316110743, 0.6671773193233789)",0.4835591999078384,"(0.16332327022931498, 3.5684540644747025, 0.8244937395572315)",0.42785509907532476,"(0.14462524857006803, 3.4052686165688426, 0.6577040617843256)",0.41998822335984864,"(0.2094868256140947, 3.7163010059198474, 0.7664577902961299)",0.3948397632776849,"(0.2846026110472308, 3.419840194619109, 0.7887804744670921)",0.4260749016083282,"(0.19103890740173773, 3.4508100376818125, 0.6829490478310863)",0.4279034
0.6073043343148451,"(0.21620051245586058, 3.999688274236306, 0.500950537059513)",0.28874668163941986,"(0.31440259675323107, 3.584345390275474, 0.8735119093482873)",0.3856561199489261,"(0.32863423851533596, 3.28634238615336, 0.7413598997462891)",0.38758033255358054,"(0.1425987318403975, 3.3918061161736173, 0.7051827021136982)",0.3701628619556334,"(0.3291124421825083, 3.6134609620346754, 0.6830955077525246)",0.4182281476364018,"(0.07199133546133776, 3.3505751802653547, 0.6943614515477131)",0.4279034
0.4624851943509345,"(0.3226010471505908, 3.226010472505908, 0.5761020978303913)",0.39262477857286,"(0.3313667441731275, 3.3136674427312753, 0.8038164906797208)",0.4145785955894399,"(-0.007093734569065054, 3.6520215052311125, 0.6849174210984991)",0.35899892099095276,"(-0.11907493206479092, 3.5667069908443017, 0.624861701647499)",0.4304114692440499,"(0.11326638071598516, 3.709413775108831, 0.7150427690928715)",0.4177384227847837,"(0.1304322945427984, 3.3543687382171443, 0.7102653879523833)",0.4279034
0.286415811830291,"(-0.13475913020626473, 3.5961896780435865, 0.5410636157580636)",0.39601128202063024,"(0.28081847834389917, 3.983743286924451, 0.47631171777502496)",0.4342729479511524,"(0.3371773272330919, 3.3717732733309194, 0.7541387293822338)",0.3878333819550092,"(0.3646000833818796, 3.646000834818796, 0.6835831415315697)",0.4002679643880038,"(0.2216513693066018, 3.5540249713795937, 0.6913052709352375)",0.4314658973727119,"(0.25852275023640575, 3.464071962994298, 0.7286108474616406)",0.4279034
0.33326708947333716,"(-0.1061501178575136, 3.968628247760585, 0.5878291425961695)",0.3657718815164892,"(-0.3299098105706213, 3.299098106706213, 0.6934905466297125)",0.49888048476353497,"(0.3601362998959202, 3.601362999959202, 0.7835681987500953)",0.45206420535652725,"(0.17254294424640554, 3.7688424294443723, 0.7111989333560114)",0.423352788475612,"(0.3461444854472432, 3.461444855472432, 0.7116132697800304)",0.44404166017793584,"(0.24628196181772183, 3.546799589997777, 0.6576526138513697)",0.4279034
0.5003471241588522,"(-0.4539293774056805, 4.539293775056805, 0.4610879550404571)",0.4059394305968526,"(0.3439783554348909, 3.4397835553489093, 0.7929638197637697)",0.47377107159917,"(0.13489703136384407, 3.6401515766903394, 0.6488049573594863)",0.3757539684249224,"(0.250320968134344, 3.548670690744048, 0.6799702050513124)",0.48920494917707846,"(0.24408018392605527, 3.6079568984406474, 0.7079676827313964)",0.4041258462062526,"(0.1082203225210906, 3.513097167730913, 0.7078810095233318)",0.4279034
0.5502771178058372,"(0.33614452921146415, 3.3614452931146417, 0.7492991753953535)",0.4576213444745955,"(0.16458897538235268, 3.7578040381229365, 0.5749494237532846)",0.32693995618615124,"(0.05400805804787592, 3.396560616421398, 0.7261755809268329)",0.3670176050605513,"(0.3350523145669248, 3.677779023557945, 0.699459672318141)",0.3994901279568892,"(0.3436902050464101, 3.4369020514641013, 0.6899336418955938)",0.39051687463741175,"(0.19254124059638883, 3.2544873850654907, 0.7218323045862555)",0.4279034
0.49988080195258755,"(0.32382887290081375, 3.2382887300081378, 0.6915378830192268)",0.2989978296500935,"(0.17279494895393271, 3.640924225865471, 0.8689648590189446)",0.4439217887641824,"(0.14808570091795611, 3.525546965189577, 0.726167008284941)",0.4271531435389904,"(0.16678943479019656, 3.611905930144627, 0.6452637649527062)",0.3700837571055461,"(-0.027349069683854456, 3.2252480741578147, 0.7573238945875153)",0.4048300917330584,"(0.1740974790501265, 3.4571026828823355, 0.7913622712125762)",0.4279034
0.5605894992131288,"(0.33326972709236835, 3.3326972719236836, 0.8642463944745779)",0.440130215316102,"(0.33198909753639316, 3.907866915505962, 0.675302242171315)",0.4454485155497219,"(0.12292711763578701, 3.475710305211093, 0.6122061551402148)",0.46724179609610444,"(0.0371967256071283, 3.120356125750518, 0.6760989295028881)",0.4092575610458797,"(-0.022840352985198913, 3.6333455455406876, 0.6877123459233189)",0.44009103882655976,"(0.2326641900208947, 3.422925316180982, 0.7161686594285703)",0.4279034
0.4855289953533042,"(0.06448966953890771, 3.5849595372930527, 0.5834272859861623)",0.3730372394449621,"(0.34087524923238344, 3.4087524933238345, 0.7225133521207141)",0.4496037105484281,"(0.033352432406129603, 3.5272259616272597, 0.754581729140528)",0.4274887858451817,"(0.16587718482823063, 3.3448689281577013, 0.6291997132686942)",0.49064795645144516,"(0.3113159638845372, 3.6247798313172312, 0.6786522163558741)",0.4042591592793512,"(0.36192923028734636, 3.619292303873464, 0.6709588351741137)",0.4279034
0.3673181095623525,"(0.3106753958177524, 3.106753959177524, 0.7326455088210592)",0.4031981540774772,"(0.3649083960170633, 3.6490839611706334, 0.7412369466014688)",0.38098759731011606,"(0.19436979578694477, 3.0836662683624136, 0.7738003539186551)",0.42493540975155164,"(0.3601188413772908, 3.6011884147729076, 0.6302672274675982)",0.38976898422189254,"(0.24425506633068914, 3.3103814631699544, 0.7182457367242611)",0.44917818040089236,"(0.24150179158202312, 3.5968699909825603, 0.7052016555275701)",0.4279034
0.48934985880583204,"(-0.14493635787893433, 3.423379494885599, 0.7121202323416427)",0.44387215812950637,"(0.1805785697321074, 3.60585721707153, 0.5272142783422568)",0.4157756505060302,"(0.21537828369397133, 3.4026501483212948, 0.6424209003948392)",0.41759473184134444,"(0.29171800242862067, 3.426507936158849, 0.6979281002688118)",0.40091908204158105,"(0.33884204729140927, 3.388420473914093, 0.6389174937224102)",0.41016163147619206,"(0.14372541201069192, 3.641865588837638, 0.7311787469896732)",0.4279034
0.4796757513269957,"(-0.31465955570329923, 3.1465955580329923, 0.8635720760259639)",0.24663372780392998,"(0.3599475668702645, 3.5994756697026453, 0.6759802832445656)",0.460976770955198,"(0.32684939275971203, 3.2684939285971204, 0.576101076177631)",0.44387948438118247,"(0.3616759736505383, 3.6167597375053826, 0.759862996472438)",0.3658083732756013,"(0.12677273628470928, 3.315211973656939, 0.7825586890497713)",0.4339292069087427,"(0.16555680416872287, 3.5040723419195703, 0.6963503653774353)",0.4279034
0.14426314386922967,"(0.28179004648930317, 2.8179004658930316, 0.716913759001476)",0.4287196012974102,"(0.3517889123515855, 3.517889124515855, 0.9047554609209215)",0.4344591747825421,"(0.04045215382416914, 3.2700790323591775, 0.5497192703467263)",0.3826818015275278,"(0.04335910389247424, 3.264490259533252, 0.6864975517779616)",0.4385703624749927,"(0.31632941678616233, 3.384606349013428, 0.6630756153577692)",0.36635675695591924,"(0.15536929415924638, 3.413557672466671, 0.6841773901537266)",0.4279034
0.5292356249499085,"(0.2624710224497962, 2.624710225497962, 0.8583901205209878)",0.25830381960420706,"(0.25607846167896997, 3.5821866832646294, 0.8960707922738373)",0.36074717099670983,"(0.21145121591815313, 3.4634987220208746, 0.691796905551516)",0.45784791021894006,"(0.11157246804377877, 3.553318004525695, 0.786579735053992)",0.4420793881274722,"(0.23731057786856505, 3.5723615691488932, 0.6722198838295633)",0.4388088478391051,"(0.3476915298334861, 3.4769152993348613, 0.6646747352190091)",0.4279034
0.2127155607211506,"(0.14572002613080065, 3.2667738527757173, 0.5441513731255572)",0.4130087632707725,"(0.34447384306501644, 3.7405782166149364, 0.5716651948129414)",0.39969938779642306,"(0.3433285232731125, 3.433285233731125, 0.6462238991161932)",0.41952218466282765,"(0.017887244795012885, 3.6930326287269355, 0.6271091971697518)",0.4437599888702124,"(0.23420249821489406, 3.7234316983909994, 0.7554564403590781)",0.40858482212310265,"(0.024414031628048467, 3.4220651337817767, 0.7551497800110268)",0.4279034
0.6116125911676856,"(0.29557063737007533, 2.9557063747007533, 0.8532298719443702)",0.5927794119636207,"(-0.04590803973510232, 3.80168247511579, 0.5769160385420372)",0.42377177618432826,"(0.36425905790840685, 3.6425905800840686, 0.6241244017631601)",0.4628265774238319,"(0.14521430040199013, 3.845840035429153, 0.7232976716959337)",0.43867066028919854,"(0.35085313293643694, 3.5085313303643693, 0.6416736168264074)",0.4259800935642426,"(0.30057263092356035, 3.4164257999673704, 0.6984775974476052)",0.4279034
0.24610677269203166,"(-0.15004466509870448, 3.5692797709239374, 0.658683467232333)",0.4693165696081352,"(-0.008238183318635356, 3.7541853260350524, 0.6053696520918446)",0.38922408548035464,"(-0.020939823124079923, 3.3253831012441166, 0.6436559133052729)",0.3693838020822978,"(0.2667451262879562, 3.6879432584754346, 0.6333659703933007)",0.44949763052950636,"(0.018689806698407148, 3.4635695389801584, 0.7401577967838353)",0.46200879391574634,"(0.2699246918702275, 3.370975200298893, 0.7022155778785083)",0.4279034
0.38892506987803727,"(0.28309459545109855, 2.8309459555109857, 0.7526513534860908)",0.4098490932201806,"(0.12104573842943918, 3.4940164467731165, 0.6564968482192934)",0.3597875597200997,"(0.3688770739720144, 3.688770740720144, 0.6569872802743673)",0.4425193390393328,"(0.19600688916890419, 3.445498375453249, 0.6596654892832032)",0.46411347633810995,"(0.07909785065825507, 3.6619068323509336, 0.6790135105080715)",0.44465700614278214,"(0.1310936519320974, 3.5743211602852587, 0.7472805527977159)",0.4279034
0.4067381670613497,"(0.2859973727742221, 3.254352698686621, 0.41685845220503753)",0.5549648132908712,"(-0.3840621279541101, 3.840621280541101, 0.6464432978876516)",0.39913426647806155,"(0.22485833666266813, 3.467151692718397, 0.8149745688509774)",0.44969036987961514,"(0.16195170368743358, 3.4174020295000616, 0.6190387849454885)",0.408968755018468,"(0.03894424945947028, 3.4595259487195853, 0.6472492136794796)",0.47650674596544357,"(0.09312054193301139, 3.4185896273186045, 0.7400489185661665)",0.4279034
0.4512350451665409,"(-0.04628162763617373, 3.132798055831272, 0.664899956597517)",0.3754056271961786,"(0.08063544552543536, 3.5408914002862075, 0.6733246107820252)",0.36241640468999714,"(0.3292718450399592, 3.771232532561297, 0.7395218881099543)",0.3840272243223854,"(0.0018068403464325646, 3.3338137489471333, 0.7631477937443336)",0.4580922708398709,"(0.23131516897648696, 3.7132646080766714, 0.6425750190698267)",0.3616012740537328,"(0.1325924496076338, 3.411058825676754, 0.7217885374272326)",0.4279034
0.39168871181175907,"(0.14323503722914227, 3.2920194432184835, 0.5833197541151809)",0.34840980380873604,"(0.32077710575906393, 3.2077710585906396, 0.7111037329938831)",0.48796822162478243,"(0.2113020707080133, 3.5409462972769865, 0.6518424782392106)",0.42444925004004813,"(-0.11244368923957494, 3.4912699300784555, 0.7415786447004121)",0.3980596115790562,"(0.07212503559092567, 3.4002821310808877, 0.6647571061432156)",0.41604400944854736,"(0.08171621298388042, 3.5267399511832282, 0.6978455803934612)",0.4279034
0.32853061157972663,"(-0.10376171695011752, 2.9085859257445223, 0.7741288785165072)",0.39736765553438813,"(0.34246575191329603, 3.4246575201329605, 0.7253376218392419)",0.47125532774769197,"(0.12394461257496084, 3.407490068007615, 0.6633721956741464)",0.4767847413720435,"(0.18736058961293472, 3.6085528148134185, 0.7459854754640796)",0.37930139507117494,"(0.1013527308454861, 3.477609703600307, 0.6813814284273719)",0.4443837340714472,"(0.3498740863969336, 3.4987408649693363, 0.7133248182483888)",0.4279034
0.26162216547843997,"(0.29682038669062605, 3.2984628215037226, 0.9007268797135296)",0.5397758333813254,"(0.07426424145640338, 3.385792782887241, 0.7952662034197343)",0.46246700383569134,"(0.20656986845818395, 3.4635741286389603, 0.7263196132585947)",0.3831702310120123,"(0.23685191612966983, 3.4441479842540943, 0.6722345479486336)",0.42425586675243554,"(0.20740432855872265, 3.834363117786078, 0.6959541246497488)",0.43023480924978497,"(0.2686267358934112, 3.4501950290445853, 0.6966018238951571)",0.4279034
0.44193139399142173,"(-0.03698276010915624, 2.9476199468068933, 0.6956797184768861)",0.4368716329901352,"(0.39573277071834523, 3.957327708183452, 0.5692964048839865)",0.3555402882668192,"(0.34846031619670315, 3.823888622610077, 0.8896593897520934)",0.40555678134667295,"(0.3289758244928684, 3.536878515721033, 0.6874850146600099)",0.38599851941494395,"(-0.10811816057035971, 3.5824003568976854, 0.7136456900673422)",0.46470058215760907,"(0.2651636233219136, 3.632990839250631, 0.7221425472993604)",0.4279034
0.45352323950759454,"(0.32450518238280834, 3.2450518248280837, 0.904828051167869)",0.33648799704149346,"(0.3172611756724906, 3.1726117577249062, 0.6556448699750554)",0.45158161399489116,"(0.1280298298509293, 3.5565162881580545, 0.6163412835315615)",0.35462788431644393,"(0.07462669425330666, 3.5773238475482274, 0.7295066277851663)",0.3791402921485848,"(-0.1790914022089792, 3.485186187302939, 0.6888228258237523)",0.4298868730957787,"(0.13478636271131497, 3.5985823372621084, 0.6639247613309215)",0.4279034
0.39431483763857506,"(0.33546367578148006, 3.354636758814801, 0.7531188396207605)",0.5268309038290224,"(0.34598652764168036, 3.4598652774168035, 0.6142621787059834)",0.36546922658558345,"(0.06986562277350596, 3.496996157440278, 0.7961077784523245)",0.42908047377550446,"(-0.10051886980932342, 3.625263914975526, 0.678202563907837)",0.48765162127625356,"(-0.003281448298490751, 3.442445508381961, 0.7687647057818907)",0.4072341161565693,"(0.16449758409511273, 3.4444104067040335, 0.6347098371511273)",0.4279034
0.4383692993725641,"(-0.08031038113877229, 3.305554481568983, 0.732390715138638)",0.3298043370421264,"(0.05348138630823647, 3.347556583683347, 0.7388493162497309)",0.5353812483930899,"(0.09857835708275622, 3.5783921866050474, 0.7779976759803391)",0.4161608611067826,"(0.24040987368147176, 3.565751224116612, 0.6983842319413123)",0.5007917468639458,"(0.33371994708367947, 3.3371994718367946, 0.7218913935739132)",0.4368527193047798,"(0.1594743280107948, 3.4702259253934615, 0.709927950145783)",0.4279034
0.4611751374242474,"(0.24852571793461262, 2.4852571803461263, 0.6304848322420981)",0.5151214005886722,"(0.19890510208005036, 3.2786554453881234, 0.8684793623316537)",0.4673499211196265,"(0.2415713417311876, 3.4980834680680393, 0.7852426036809405)",0.41773358188998977,"(0.08855771501098572, 3.309823291749305, 0.6881698886090176)",0.4045569957810278,"(-0.01397027812545449, 3.3626223438302003, 0.7399844754414571)",0.4148459023968994,"(0.1792636636895275, 3.525571446630446, 0.7465913025553055)",0.4279034
0.47147366944545827,"(-0.020851279228356143, 2.9440990016373094, 0.7194921295620118)",0.43851089225528944,"(0.24017218947703595, 3.8399505794170765, 0.6330838915891269)",0.4650780358504878,"(0.22696779481588447, 3.6204984582686013, 0.828945342127212)",0.359389167751933,"(0.06349707682696658, 3.5326475665176686, 0.6515686138140899)",0.4493603625107967,"(0.0921141730486067, 3.4352196291097186, 0.6687549567006553)",0.4390664787893551,"(-0.017292812081224813, 3.4713033387508903, 0.6441662418938278)",0.4279034
0.42805242609940697,"(0.2793573532783071, 2.793573533783071, 0.684377465648273)",0.36910164460256994,"(0.2663679615039956, 3.9712205341161892, 0.6330371293839552)",0.43354563927723405,"(0.14547612377235966, 3.604201609955781, 0.577559878518979)",0.3928958824421189,"(0.2728658364327936, 3.4844111551392754, 0.7590076693841986)",0.4188329335667227,"(0.17040621537552975, 3.4189215625061937, 0.770796042671791)",0.441728432701143,"(0.3453319074743032, 3.5379103621839234, 0.6592868060422207)",0.4279034
0.44724284759202115,"(0.3407668673184848, 3.4076686741848485, 0.7991268101293814)",0.3873821210764183,"(0.08492285312227606, 3.4343456228598153, 0.5644329880065817)",0.42929128597391175,"(0.16536176758523513, 3.689822662367888, 0.7931934406426162)",0.43277804210803444,"(0.163523797230516, 3.163137773796218, 0.6479748640088978)",0.37870255615126414,"(-0.011972250934494996, 3.3729894407908287, 0.8031562494461384)",0.46627036326550125,"(0.35096373308923573, 3.5096373318923573, 0.6338101576331103)",0.4279034
0.5320080643483485,"(0.35524599878104507, 3.5524599888104507, 0.7300150915419232)",0.3684697875572099,"(0.05248292265641231, 3.7180243860517517, 0.7348528225925334)",0.41813932549989097,"(0.35884102778513954, 3.5884102788513954, 0.7512605671501759)",0.3819108102787069,"(0.29807249627616467, 3.5848327829069917, 0.7256407169455343)",0.40715650751627824,"(0.039027331089315484, 3.4376343264392615, 0.6956959835793155)",0.34698956548243237,"(0.3047937173525386, 3.4370979513397057, 0.691108063806507)",0.4279034
0.44577927622824537,"(0.3027137436039681, 3.027137437039681, 0.9164804589386268)",0.3485971139581322,"(0.20921447253465184, 3.536437576303511, 0.6222384374337532)",0.4294933810790335,"(-0.3298794608522624, 3.7792852542543596, 0.8590923125936764)",0.4482052929823508,"(0.16958053765481138, 3.37262302810465, 0.6723108499227949)",0.43456236558834765,"(0.25056720577349695, 3.398486861800316, 0.6387142868712247)",0.4024244478737955,"(0.15696370128530338, 3.2739627126157367, 0.743257231051912)",0.4279034
0.48264307462420963,"(-0.16195027178445057, 3.045375384098356, 0.7798870711797716)",0.49071991963868566,"(0.10375914715972166, 3.9059462839070487, 0.5475866106581653)",0.30818090579549423,"(0.11012951390752906, 3.2866926286096962, 0.8468501158848064)",0.5172712860328378,"(0.29584253754294004, 3.5097575383236252, 0.7234142739205108)",0.4316155657130431,"(0.15943539057555026, 3.4227159787148644, 0.6960342701078025)",0.3184296787865531,"(0.18279130801479582, 3.41075902188318, 0.7532731285539809)",0.4279034
