n units 3000,n units 4000,n units 5000,True Effect
-0.2079266666666666,-0.004775000000000085,-0.04009799999999997,-0.06310000000000004
-0.16455666666666663,-0.054782499999999956,-0.008108000000000004,-0.06310000000000004
0.15562333333333328,-0.13998,0.05222400000000005,-0.06310000000000004
0.03543333333333332,-0.04629000000000005,0.08677400000000002,-0.06310000000000004
-0.11622333333333335,-0.12783250000000002,-0.009731999999999963,-0.06310000000000004
0.001103333333333345,-0.14263750000000003,-0.06629999999999997,-0.06310000000000004
-0.03592000000000006,0.08005750000000006,-0.034580000000000055,-0.06310000000000004
-0.0511166666666667,0.03022250000000004,-0.026291999999999982,-0.06310000000000004
-0.047593333333333376,-0.043930000000000025,0.01832200000000006,-0.06310000000000004
0.08938666666666673,0.008480000000000043,-0.07451399999999997,-0.06310000000000004
-0.028703333333333414,-0.036952499999999944,-0.082314,-0.06310000000000004
0.059559999999999946,0.06334249999999997,0.048688000000000065,-0.06310000000000004
-0.04740333333333335,0.029859999999999998,0.017073999999999923,-0.06310000000000004
0.02008999999999994,0.02425250000000001,-0.07948599999999995,-0.06310000000000004
-0.015403333333333324,0.0003174999999999706,-0.060381999999999936,-0.06310000000000004
0.10837333333333332,-0.010042499999999954,-0.022946000000000022,-0.06310000000000004
0.046063333333333345,0.02074750000000003,-0.007166000000000006,-0.06310000000000004
-0.16765333333333332,-0.01149,0.11924599999999996,-0.06310000000000004
0.02711000000000008,-0.006982500000000003,-0.08104199999999995,-0.06310000000000004
-0.04741333333333342,-0.013109999999999955,-0.026422000000000057,-0.06310000000000004
-0.047630000000000006,-0.15722750000000002,-0.041260000000000074,-0.06310000000000004
0.03742000000000001,-0.07096499999999994,0.03759800000000002,-0.06310000000000004
0.026390000000000025,-0.11901000000000006,-0.08304400000000006,-0.06310000000000004
-0.09945999999999999,-0.018365000000000076,0.021297999999999928,-0.06310000000000004
-0.01707666666666663,-0.17477000000000004,-0.038865999999999956,-0.06310000000000004
0.14790666666666663,-0.019362500000000005,-0.04319200000000001,-0.06310000000000004
-0.13909666666666676,-0.030989999999999962,-0.04573000000000005,-0.06310000000000004
-0.006466666666666621,-0.007059999999999955,-0.07030399999999992,-0.06310000000000004
-0.006510000000000016,-0.16015000000000001,-0.07324799999999998,-0.06310000000000004
-0.03602000000000005,-0.02067500000000011,-0.058553999999999995,-0.06310000000000004
-0.045023333333333304,-0.1146275,-0.026166000000000023,-0.06310000000000004
-0.09706666666666663,-0.21205249999999998,0.035461999999999994,-0.06310000000000004
0.08370333333333335,0.0667875,0.015938000000000008,-0.06310000000000004
0.06164666666666674,-0.16569500000000004,-0.09483799999999998,-0.06310000000000004
-0.0764733333333334,0.057347499999999996,0.028424000000000005,-0.06310000000000004
0.02815666666666672,-0.12609499999999996,-0.03354399999999996,-0.06310000000000004
-0.025923333333333298,0.11642750000000002,-0.002817999999999987,-0.06310000000000004
-0.059236666666666604,-0.06617000000000006,-0.15439399999999992,-0.06310000000000004
-0.006990000000000052,-0.00921749999999999,0.04859999999999998,-0.06310000000000004
0.027559999999999918,-0.06618999999999997,0.0021339999999999693,-0.06310000000000004
0.04659000000000002,-0.07505000000000006,-0.09848800000000002,-0.06310000000000004
-0.0022399999999999087,-0.10443250000000004,-0.13783999999999996,-0.06310000000000004
0.0423566666666666,-0.14043499999999998,-0.05614600000000003,-0.06310000000000004
0.012766666666666704,-0.03603249999999991,-0.08700399999999997,-0.06310000000000004
0.0218666666666667,-0.048177499999999984,-0.07199600000000006,-0.06310000000000004
-0.045539999999999914,-0.015820000000000056,-0.007924000000000042,-0.06310000000000004
-0.00885333333333338,0.007392500000000024,-0.031752,-0.06310000000000004
-0.031596666666666606,-0.04854499999999995,0.025284000000000084,-0.06310000000000004
0.03412333333333328,-0.07719500000000001,-0.016398000000000024,-0.06310000000000004
0.034903333333333286,-0.13592749999999998,-0.033606000000000025,-0.06310000000000004
-0.03895000000000004,-0.17594750000000003,-0.13595000000000002,-0.06310000000000004
0.04047333333333336,-0.007552499999999962,0.03564400000000001,-0.06310000000000004
-0.06902666666666668,-0.044885000000000064,-0.17003599999999996,-0.06310000000000004
-0.09823000000000004,-0.05374500000000004,-0.08656200000000003,-0.06310000000000004
-0.06361333333333336,0.03779499999999997,0.049587999999999965,-0.06310000000000004
-0.007969999999999922,-0.09477750000000007,-0.151192,-0.06310000000000004
-0.14583666666666673,-0.03634749999999998,-0.057282000000000055,-0.06310000000000004
-0.048069999999999946,-0.03581749999999995,-0.01761400000000002,-0.06310000000000004
0.028920000000000057,0.0445875,0.10664400000000007,-0.06310000000000004
-0.05107666666666677,-0.02378249999999993,-0.051258000000000026,-0.06310000000000004
-0.04108333333333336,-0.11846250000000003,0.020453999999999972,-0.06310000000000004
0.015586666666666638,-0.15420749999999994,-0.05112399999999995,-0.06310000000000004
-0.024909999999999988,0.0394525,-0.06907200000000002,-0.06310000000000004
0.044970000000000065,-0.04873749999999999,0.020105999999999957,-0.06310000000000004
-0.02850666666666668,0.018554999999999988,-0.015498000000000012,-0.06310000000000004
-0.04789999999999994,-0.11885749999999995,-0.005948000000000064,-0.06310000000000004
-0.013343333333333263,0.020669999999999966,0.10445000000000004,-0.06310000000000004
-0.04559666666666673,-0.02584249999999999,-0.08550400000000002,-0.06310000000000004
-0.10684333333333329,-0.04476000000000002,-0.05024799999999996,-0.06310000000000004
0.13172666666666666,-0.11123250000000001,0.03649599999999997,-0.06310000000000004
-0.038376666666666726,-0.04754999999999998,0.06679999999999997,-0.06310000000000004
-0.14837,0.10370499999999994,-0.03294399999999997,-0.06310000000000004
0.11201,-0.07940749999999996,-0.03975000000000006,-0.06310000000000004
-0.02188666666666661,0.044825000000000004,0.06599199999999994,-0.06310000000000004
-0.0057033333333332825,-0.1348450000000001,-0.13849,-0.06310000000000004
0.08437,-0.03683000000000003,-0.17176999999999998,-0.06310000000000004
0.1481366666666667,-0.1010375,0.02176800000000001,-0.06310000000000004
-0.03917666666666664,0.04068749999999999,0.010248000000000035,-0.06310000000000004
-0.07513666666666674,-0.09109749999999994,-0.00922400000000001,-0.06310000000000004
-0.02351666666666663,-0.05882749999999998,0.00022800000000000598,-0.06310000000000004
-0.14580333333333328,-0.026917499999999983,-0.047951999999999995,-0.06310000000000004
0.011770000000000058,-0.0232,-0.09394200000000008,-0.06310000000000004
-0.053843333333333354,0.0005024999999999613,-0.028456000000000037,-0.06310000000000004
-0.030896666666666683,-0.056652499999999995,-0.07744200000000001,-0.06310000000000004
0.025480000000000058,-0.194075,-0.123058,-0.06310000000000004
-0.019376666666666598,-0.019902500000000045,0.035739999999999994,-0.06310000000000004
0.024896666666666678,-0.0061275000000000635,0.040005999999999986,-0.06310000000000004
