n units 300,n units 600,n units 900,n units 1200,n units 1500,True Effect
0.39339999999999997,0.4701333333333334,0.42664444444444444,0.6451666666666667,0.5398066666666667,0.380255
0.6597,0.6004666666666666,0.5868888888888889,0.5688916666666667,0.4406666666666667,0.380255
0.3460333333333333,0.5877833333333333,0.47456666666666664,0.5633583333333333,0.4837933333333333,0.380255
0.6412333333333333,0.5334833333333333,0.5174444444444444,0.605675,0.5619666666666666,0.380255
0.7245666666666667,0.5078166666666666,0.5147777777777778,0.40343333333333337,0.4112266666666667,0.380255
0.5254666666666666,0.53015,0.5308777777777778,0.4877083333333333,0.5631333333333333,0.380255
0.295,0.5747166666666667,0.5008888888888889,0.5065583333333333,0.59864,0.380255
0.41779999999999995,0.6455333333333333,0.6104999999999999,0.5427333333333333,0.5674199999999999,0.380255
0.6461,0.6511833333333333,0.44665555555555553,0.637875,0.45898,0.380255
0.4797666666666667,0.4862666666666666,0.5114222222222222,0.6512416666666666,0.5963666666666666,0.380255
0.23106666666666667,0.6458166666666667,0.7187666666666667,0.5011583333333334,0.6819999999999999,0.380255
0.43756666666666666,0.7493666666666666,0.6031333333333334,0.5620166666666667,0.53682,0.380255
0.6295666666666666,0.5510333333333333,0.5017444444444444,0.5036583333333333,0.5231600000000001,0.380255
0.18786666666666665,0.4014333333333333,0.6204333333333334,0.5721999999999999,0.47681333333333337,0.380255
0.5790333333333334,0.5061166666666667,0.5624222222222222,0.5385916666666666,0.5915999999999999,0.380255
0.33866666666666667,0.3840166666666667,0.598288888888889,0.4396,0.5895133333333333,0.380255
0.6563000000000001,0.4905166666666667,0.577011111111111,0.5242333333333333,0.58702,0.380255
0.42669999999999997,0.6075333333333334,0.5386444444444445,0.6022583333333333,0.4806533333333334,0.380255
0.2990333333333334,0.44671666666666665,0.3676111111111111,0.5002166666666666,0.5424599999999999,0.380255
0.26216666666666666,0.5535666666666667,0.6574666666666668,0.4353083333333334,0.5226733333333333,0.380255
0.7591333333333333,0.5620499999999999,0.5674,0.48714166666666664,0.38246,0.380255
0.532,0.54085,0.45263333333333333,0.46543333333333325,0.5744,0.380255
0.5164333333333333,0.61295,0.4890666666666667,0.4879583333333333,0.64238,0.380255
0.4991,0.45404999999999995,0.596211111111111,0.5563,0.4563466666666666,0.380255
0.5100333333333333,0.5257833333333334,0.6014111111111111,0.564025,0.5671266666666667,0.380255
0.4499,0.5758833333333333,0.5877555555555556,0.620725,0.54374,0.380255
0.7229333333333334,0.3207833333333333,0.49076666666666663,0.5795416666666666,0.5869866666666668,0.380255
0.3108666666666666,0.6259833333333333,0.5965222222222222,0.5275083333333332,0.5980333333333333,0.380255
0.8218333333333333,0.6163833333333334,0.47538888888888886,0.664025,0.5797866666666667,0.380255
0.6788666666666666,0.6705833333333333,0.5619777777777778,0.5589583333333333,0.4939466666666667,0.380255
0.6563333333333333,0.6734833333333333,0.4146555555555556,0.5225333333333334,0.46654,0.380255
0.4745,0.2853833333333333,0.4703111111111111,0.5253666666666666,0.5496,0.380255
0.25570000000000004,0.51085,0.5774999999999999,0.5247333333333334,0.6218733333333333,0.380255
0.6870999999999999,0.6420333333333333,0.5744333333333332,0.5124416666666667,0.46721999999999997,0.380255
0.4398333333333333,0.42116666666666663,0.5238222222222222,0.564925,0.4459533333333333,0.380255
