n units 300,n units 600,n units 900,n units 1200,n units 1500,True Effect
-0.031500000000000083,0.13208333333333333,0.18677777777777782,0.3890916666666667,0.42316,0.419955
0.2922666666666667,0.5014833333333333,0.48935555555555554,0.2724,0.4192733333333334,0.419955
0.3335,0.41359999999999997,0.2434777777777778,0.5270083333333333,0.32689999999999997,0.419955
-0.02069999999999994,0.45870000000000005,0.4411333333333333,0.45464999999999994,0.37061333333333324,0.419955
0.38036666666666674,0.3747499999999999,0.4240777777777778,0.3314166666666667,0.4213,0.419955
0.09856666666666669,0.4258166666666666,0.45226666666666665,0.482425,0.5270066666666666,0.419955
0.31313333333333326,0.4142166666666667,0.4750777777777777,0.48919166666666664,0.36188,0.419955
0.44489999999999996,0.25003333333333333,0.36216666666666664,0.4053833333333333,0.37517999999999996,0.419955
0.5491666666666666,0.22978333333333323,0.5395333333333333,0.4400333333333333,0.40755333333333343,0.419955
0.4558333333333333,0.3312166666666667,0.5553666666666666,0.33385,0.4287333333333333,0.419955
0.24780000000000002,0.3838999999999999,0.44999999999999996,0.43780833333333335,0.22742000000000007,0.419955
0.1585333333333333,0.3726166666666666,0.49898888888888887,0.25782499999999997,0.3417133333333333,0.419955
0.6883333333333334,0.3710833333333333,0.1976444444444444,0.3447416666666666,0.41678000000000004,0.419955
0.06499999999999995,0.24581666666666668,0.16724444444444453,0.45265,0.38658000000000003,0.419955
0.5867666666666667,0.3118833333333333,0.1151888888888889,0.23688333333333333,0.42323999999999995,0.419955
0.5671666666666666,0.48098333333333326,0.5672666666666666,0.28660833333333335,0.42662,0.419955
0.01749999999999996,0.4204333333333333,0.31595555555555555,0.36920833333333336,0.5294466666666666,0.419955
0.3226,0.37678333333333325,0.3839555555555556,0.45895,0.37170000000000003,0.419955
-0.02643333333333331,0.17371666666666663,0.47390000000000004,0.24785000000000001,0.37472666666666665,0.419955
0.3811,0.51335,0.3595777777777778,0.389675,0.36595333333333335,0.419955
0.34133333333333327,0.30103333333333326,0.27988888888888896,0.4340666666666666,0.46537999999999996,0.419955
